stop_id_modified_from,stop_id_modified_to,time_modified,speed,number_of_trips,average_time
,,0.009722222,33.66105643,,
,,0.005833333,56.10176264,,
,,0.021666667,29.53053084,,
,,0.021666667,29.53053084,,
,,0.021666667,29.53053084,,
,,0.015,28.95834841,,
,,0.011944444,36.36629936,,
,,0.015,28.95834841,,
,,0.015,28.95834841,,
,,0.019166667,31.68948628,,
,,0.015277778,39.75590108,,
,,0.019166667,31.68948628,,
,,0.019166667,31.68948628,,
,,0.013055556,29.53416228,,
,,0.014166667,27.21775768,,
,,0.014722222,26.1906735,,
,,0.013055556,29.53416228,,
,,0.013055556,29.53416228,,
,,0.005555556,50.02841439,,
,,0.006111111,45.48038118,,
,,0.006388889,43.50297175,,
,,0.005555556,50.02841439,,
,,0.005555556,50.02841439,,
,,0.014444444,33.77705967,,
,,0.013611111,35.84504211,,
,,0.014444444,33.77705967,,
,,0.014444444,33.77705967,,
,,0.019166667,26.9878919,,
,,0.017222222,30.03491287,,
,,0.0175,29.55816784,,
,,0.019166667,26.9878919,,
,,0.019166667,26.9878919,,
,,0.019166667,26.9878919,,
,,0.009444444,37.54664143,,
,,0.009166667,38.68441522,,
,,0.008333333,42.55285999,,
,,0.011111111,31.91464403,,
,,0.009444444,37.54664143,,
,,0.009444444,37.54664143,,
,,0.009444444,37.54664143,,
,,0.0125,32.83002201,,
,,0.010555556,38.87765601,,
,,0.011388889,36.03295064,,
,,0.011111111,36.93377513,,
,,0.0125,32.83002201,,
,,0.0125,32.83002201,,
,,0.0125,32.83002201,,
,,0.025,10.3362468,,
,,0.006388889,40.44618241,,
,,0.006388889,40.44618241,,
,,0.025,10.3362468,,
,,0.025,10.3362468,,
,,0.013888889,30.48044142,,
,,0.015555556,27.21467928,,
,,0.013333333,31.75046087,,
,,0.013888889,30.48044142,,
,,0.013888889,30.48044142,,
,,0.014722222,31.50716869,,
,,0.012222222,37.95181695,,
,,0.013333333,34.78916578,,
,,0.011388889,40.72877803,,
,,0.014722222,31.50716869,,
,,0.014722222,31.50716869,,
,,0.020277778,31.97618605,,
,,0.021388889,30.31508565,,
,,0.021111111,30.71396867,,
,,0.02,32.4203001,,
,,0.02,32.4203001,,
,,0.000833333,153.5872134,,
,,0.001111111,115.1903755,,
,,0.000833333,153.5872134,,
,,0.001111111,115.1903755,,
,,0.001111111,115.1903755,,
,,0.001111111,115.1903755,,
,,0.016666667,29.94419959,,
,,0.015555556,32.08307072,,
,,0.013333333,37.43025118,,
,,0.013888889,35.93303994,,
,,0.013888889,35.93303994,,
,,0.005,48.49246035,,
,,0.004722222,51.34496044,,
,,0.026111111,31.59033023,,
,,0.2825,1.535813031,,
,,0.044722222,9.701378016,,
,,0.238333333,1.820421742,,
,,0.044722222,9.701378016,,
,,0.226388889,1.91646853,,
,,0.025833333,22.7486463,,
,,0.022222222,26.44530125,,
,,0.020833333,20.48858686,,
,,0.020833333,20.48858686,,
,,0.026944444,22.76047898,,
,,0.026944444,22.76047898,,
,,0.025,27.85279453,,
,,0.025,27.85279453,,
,,0.010833333,42.27281767,,
,,0.010833333,42.27281767,,
,,0.010833333,42.27281767,,
,,0.015277778,24.6121814,,
,,0.015277778,24.6121814,,
,,0.015277778,24.6121814,,
,,0.021666667,29.53053084,,
,,0.021666667,29.53053084,,
,,0.021666667,29.53053084,,
,,0.015,28.95834841,,
,,0.011944444,36.36629936,,
,,0.015,28.95834841,,
,,0.015,28.95834841,,
,,0.019166667,31.68948628,,
,,0.015277778,39.75590108,,
,,0.019166667,31.68948628,,
,,0.019166667,31.68948628,,
,,0.013055556,29.53416228,,
,,0.014166667,27.21775768,,
,,0.014722222,26.1906735,,
,,0.013055556,29.53416228,,
,,0.013055556,29.53416228,,
,,0.005555556,50.02841439,,
,,0.006111111,45.48038118,,
,,0.006388889,43.50297175,,
,,0.005555556,50.02841439,,
,,0.005555556,50.02841439,,
,,0.014444444,33.77705967,,
,,0.013611111,35.84504211,,
,,0.014444444,33.77705967,,
,,0.014444444,33.77705967,,
,,0.019166667,26.9878919,,
,,0.017222222,30.03491287,,
,,0.0175,29.55816784,,
,,0.019166667,26.9878919,,
,,0.019166667,26.9878919,,
,,0.019166667,26.9878919,,
,,0.009444444,37.54664143,,
,,0.009166667,38.68441522,,
,,0.008333333,42.55285999,,
,,0.011111111,31.91464403,,
,,0.009444444,37.54664143,,
,,0.009444444,37.54664143,,
,,0.009444444,37.54664143,,
,,0.0125,32.83002201,,
,,0.010555556,38.87765601,,
,,0.011388889,36.03295064,,
,,0.011111111,36.93377513,,
,,0.0125,32.83002201,,
,,0.0125,32.83002201,,
,,0.0125,32.83002201,,
,,0.025,10.3362468,,
,,0.006388889,40.44618241,,
,,0.006388889,40.44618241,,
,,0.025,10.3362468,,
,,0.025,10.3362468,,
,,0.013888889,30.48044142,,
,,0.015555556,27.21467928,,
,,0.013333333,31.75046087,,
,,0.013888889,30.48044142,,
,,0.013888889,30.48044142,,
,,0.014722222,31.50716869,,
,,0.012222222,37.95181695,,
,,0.013333333,34.78916578,,
,,0.011388889,40.72877803,,
,,0.014722222,31.50716869,,
,,0.014722222,31.50716869,,
,,0.020277778,31.97618605,,
,,0.021388889,30.31508565,,
,,0.021111111,30.71396867,,
,,0.02,32.4203001,,
,,0.02,32.4203001,,
,,0.000833333,153.5872134,,
,,0.001111111,115.1903755,,
,,0.000833333,153.5872134,,
,,0.001111111,115.1903755,,
,,0.001111111,115.1903755,,
,,0.001111111,115.1903755,,
,,0.016666667,29.94419959,,
,,0.015555556,32.08307072,,
,,0.013333333,37.43025118,,
,,0.013888889,35.93303994,,
,,0.013888889,35.93303994,,
,,0.008611111,40.85198824,,
,,0.008611111,40.85198824,,
,,0.008611111,40.85198824,,
,,0.029722222,28.37627074,,
,,0.029722222,28.37627074,,
,,0.111944444,7.534146298,,
,,0.111944444,7.534146298,,
,,0.0325,25.95094826,,
,,0.034166667,24.6850481,,
,,0.0325,25.95094826,,
,,0.026944444,31.30165976,,
,,0.035,24.0973091,,
,,0.035,24.0973091,,
,,0.0325,25.95094826,,
,,0.030555556,27.60237184,,
,,0.033333333,25.3021748,,
,,0.032777778,25.73102479,,
,,0.03,28.11352728,,
,,0.034444444,24.48597569,,
,,0.021111111,39.95080213,,
,,0.021111111,39.95080213,,
,,0.051388889,16.4122213,,
,,0.029444444,28.64397162,,
,,0.025833333,32.64796758,,
,,0.01,46.11965345,,
,,0.01,46.11965345,,
,,0.014444444,31.92899184,,
,,0.014444444,31.92899184,,
,,0.013888889,33.20615022,,
,,0.009722222,47.43735892,,
,,0.014444444,31.92899184,,
,,0.008888889,51.88460949,,
,,0.008888889,51.88460949,,
,,0.013888889,33.20615022,,
,,0.015,30.74643564,,
,,0.011944444,38.61180433,,
,,0.020277778,32.78084149,,
,,0.020277778,32.78084149,,
,,0.025,26.58890506,,
,,0.025,26.58890506,,
,,0.027777778,23.93001436,,
,,0.025,26.58890506,,
,,0.016388889,35.22183838,,
,,0.016388889,35.22183838,,
,,0.0125,46.17974397,,
,,0.0125,46.17974397,,
,,0.001944444,104.1137846,,
,,0.001944444,104.1137846,,
,,0.0025,80.97736952,,
,,0.0025,80.97736952,,
,,0.020277778,40.90300598,,
,,0.020277778,40.90300598,,
,,0.011666667,71.09331866,,
,,0.011666667,71.09331866,,
,,0.005,49.69370194,,
,,0.005,49.69370194,,
,,0.016111111,15.42218347,,
,,0.016111111,15.42218347,,
,,0.000277778,977.1420543,,
,,0.011111111,20.734181,,
,,0.003055556,81.37758465,,
,,0.005277778,33.57090398,,
,,0.005833333,49.14011586,,
,,0.005277778,53.17709838,,
,,0,inf,,
,,0.001111111,84.11823276,,
,,0.001111111,84.11823276,,
,,0.012222222,24.64811822,,
,,0.006388889,47.15292014,,
,,0.007222222,41.71220059,,
,,0.008333333,36.15057418,,
,,0.007222222,41.71220059,,
,,0.021388889,24.4542707,,
,,0.031111111,16.81231126,,
,,0.031944444,16.37372939,,
,,0.027222222,19.21407009,,
,,0.044444444,11.76861795,,
,,0.023888889,21.89510285,,
,,0.0425,12.30705133,,
,,0.026944444,19.41215345,,
,,0.031944444,16.37372939,,
,,0.024722222,21.15706596,,
,,0.034166667,14.07093267,,
,,0.034166667,14.07093267,,
,,0.009444444,45.43297246,,
,,0.009444444,45.43297246,,
,,0.001388889,86.67210645,,
,,0.001388889,86.67210645,,
,,0.005555556,34.68988634,,
,,0.007222222,26.68453091,,
,,0.007222222,26.68453091,,
,,0.005,38.54432124,,
,,0.003888889,49.55698304,,
,,0.008055556,36.78023921,,
,,0.006666667,34.30988086,,
,,0.005,45.7465101,,
,,0.000555556,188.6760788,,
,,0.011666667,42.11509294,,
,,0.008888889,26.29136045,,
,,0.008333333,28.04411929,,
,,0.009166667,25.49465195,,
,,0.008055556,29.01115512,,
,,0.008333333,28.04411929,,
,,0.008055556,29.01115512,,
,,0.006666667,35.05514595,,
,,0.008333333,48.0003912,,
,,0.009722222,41.14319175,,
,,0.011944444,33.48864493,,
,,0.013055556,30.63854531,,
,,0.010555556,37.89504257,,
,,0.010555556,37.89504257,,
,,0.009166667,43.63671594,,
,,0.011111111,36.00029232,,
,,0.011388889,35.12223572,,
,,0.010277778,38.91923371,,
,,0.008611111,46.45199023,,
,,0.008611111,46.45199023,,
,,0.008611111,46.45199023,,
,,0.009722222,41.14319175,,
,,0.01,40.0003244,,
,,0.013055556,30.63854531,,
,,0.011944444,33.48864493,,
,,0.015833333,25.26336331,,
,,0.009166667,43.63671594,,
,,0.011944444,30.81548548,,
,,0.008055556,45.69192252,,
,,0.010555556,34.87015185,,
,,0.015,24.53825604,,
,,0.012222222,30.11513296,,
,,0.012222222,30.11513296,,
,,0.03,12.26912802,,
,,0.020277778,18.15158646,,
,,0.022777778,16.15933919,,
,,0.010833333,33.97604787,,
,,0.010833333,33.97604787,,
,,0.010833333,33.97604787,,
,,0.009166667,40.15350842,,
,,0.02,18.40369203,,
,,0.010555556,34.87015185,,
,,0.017222222,21.37202973,,
,,0.0175,30.58961783,,
,,0.012777778,41.89447587,,
,,0.016666667,32.11909808,,
,,0.016666667,32.11909808,,
,,0.008055556,56.83778192,,
,,0.023333333,19.62256893,,
,,0.028333333,16.15976261,,
,,0.021944444,20.8645038,,
,,0.021944444,20.8645038,,
,,0.008333333,54.94319442,,
,,0.013333333,45.1803758,,
,,0.026666667,22.59018705,,
,,0.021666667,27.80330706,,
,,0.021388889,28.16438926,,
,,0.018611111,32.3680298,,
,,0.016666667,36.14429901,,
,,0.006111111,40.58303699,,
,,0.006944444,35.71307419,,
,,0.006944444,35.71307419,,
,,0.006666667,37.2011147,,
,,0.0125,45.28493927,,
,,0.0125,45.28493927,,
,,0.010555556,53.62689951,,
,,0.011666667,48.5195764,,
,,0.015833333,28.53306668,,
,,0.015833333,28.53306668,,
,,0.016111111,28.04111686,,
,,0.015,30.11823642,,
,,0.005555556,53.73996048,,
,,0.006944444,42.99197458,,
,,0.006944444,42.99197458,,
,,0.0075,39.80738132,,
,,0.006666667,44.78330175,,
,,0.015555556,37.25429294,,
,,0.016111111,35.96966342,,
,,0.016111111,35.96966342,,
,,0.021111111,27.45053257,,
,,0.014722222,39.36302822,,
,,0.010833333,38.93512256,,
,,0.010833333,38.93512256,,
,,0.010833333,38.93512256,,
,,0.017777778,23.72608928,,
,,0.010555556,39.95972814,,
,,0.006388889,39.43753982,,
,,0.005,50.39241287,,
,,0.004166667,60.47089061,,
,,0.004166667,60.47089061,,
,,0.005555556,45.35316796,,
,,0.004722222,53.35667497,,
,,0.009166667,38.06828525,,
,,0.009166667,38.06828525,,
,,0.010555556,60.9226631,,
,,0.010555556,60.9226631,,
,,0.006111111,40.87163654,,
,,0.006111111,40.87163654,,
,,0.001944444,99.14908655,,
,,0.001944444,99.14908655,,
,,0.01,43.42590199,,
,,0.011388889,38.13005991,,
,,0.008888889,1797.427419,,
,,0.009166667,1742.95988,,
,,0.003055556,5357.040138,,
,,0.002777778,5892.744538,,
,,0.005,45.20779561,,
,,0.005833333,38.74954131,,
,,0.007777778,33.81581933,,
,,0.014166667,62.66312749,,
,,0.014166667,62.66312749,,
,,0.2825,1.535813031,,
,,0.044722222,9.701378016,,
,,0.238333333,1.820421742,,
,,0.044722222,9.701378016,,
,,0.226388889,1.91646853,,
,,0.012222222,24.64811822,,
,,0.006388889,47.15292014,,
,,0.007222222,41.71220059,,
,,0.008333333,36.15057418,,
,,0.007222222,41.71220059,,
,,0.021388889,24.4542707,,
,,0.031111111,16.81231126,,
,,0.031944444,16.37372939,,
,,0.027222222,19.21407009,,
,,0.044444444,11.76861795,,
,,0.023888889,21.89510285,,
,,0.0425,12.30705133,,
,,0.026944444,19.41215345,,
,,0.031944444,16.37372939,,
,,0.024722222,21.15706596,,
,,0.034166667,14.07093267,,
,,0.034166667,14.07093267,,
,,0.009444444,45.43297246,,
,,0.009444444,45.43297246,,
,,0.001388889,86.67210645,,
,,0.001388889,86.67210645,,
,,0.014166667,27.28996321,,
,,0.014166667,27.28996321,,
,,0.010277778,33.75155892,,
,,0.005555556,34.68988634,,
,,0.007222222,26.68453091,,
,,0.007222222,26.68453091,,
,,0.005,38.54432124,,
,,0.003888889,49.55698304,,
,,0.014722222,19.20589111,,
,,0.010277778,27.5111403,,
,,0.003611111,78.75983979,,
,,0.000555556,511.9385333,,
,,0.003055556,93.07979426,,
,,0.003888889,73.13413261,,
,,0.006666667,34.30988086,,
,,0.005,45.7465101,,
,,0.000555556,188.6760788,,
,,0.011666667,42.11509294,,
,,0.008888889,26.29136045,,
,,0.008333333,28.04411929,,
,,0.009166667,25.49465195,,
,,0.008055556,29.01115512,,
,,0.008333333,28.04411929,,
,,0.008055556,29.01115512,,
,,0.006666667,35.05514595,,
,,0.000833333,309.254176,,
,,0.001666667,154.6269952,,
,,0.001111111,231.9405624,,
,,0.000555556,463.8807074,,
,,0.001111111,231.9405624,,
,,0.001666667,154.6269952,,
,,0.001111111,231.9405624,,
,,0.000833333,309.254176,,
,,0.013055556,29.9728736,,
,,0.013611111,28.74949222,,
,,0.014444444,27.09086828,,
,,0.030833333,12.69121732,,
,,0.048055556,8.14291962,,
,,0.013611111,28.74949222,,
,,0.009166667,35.1314743,,
,,0.007777778,41.40495217,,
,,0.008888889,36.22933374,,
,,0.012777778,25.20301465,,
,,0.006944444,46.37355073,,
,,0.013611111,23.65997354,,
,,0.010833333,29.72663409,,
,,0.024722222,13.02627758,,
,,0.008333333,38.64462468,,
,,0.018888889,17.04909834,,
,,0.01,32.20385261,,
,,0.019722222,16.32871418,,
,,0.01,32.20385261,,
,,0.01,32.20385261,,
,,0.01,32.20385261,,
,,0.007222222,44.58995114,,
,,0.008055556,39.97719414,,
,,0.010277778,31.33347754,,
,,0.008888889,36.22933374,,
,,0.022777778,14.13827662,,
,,0.008055556,39.97719414,,
,,0.008055556,43.84160997,,
,,0.008611111,41.01312179,,
,,0.008055556,43.84160997,,
,,0.008611111,41.01312179,,
,,0.009722222,36.32590824,,
,,0.009722222,36.32590824,,
,,0.009444444,37.39431821,,
,,0.019444444,18.16295412,,
,,0.007222222,48.90026147,,
,,0.013888889,25.42813498,,
,,0.009722222,36.32590824,,
,,0.007222222,48.90026147,,
,,0.007222222,48.90026147,,
,,0.008055556,43.84160997,,
,,0.008888889,39.73146073,,
,,0.015555556,22.70369148,,
,,0.008055556,43.84160997,,
,,0.020277778,17.41653076,,
,,0.008611111,41.01312179,,
,,0.008333333,48.0003912,,
,,0.009722222,41.14319175,,
,,0.011944444,33.48864493,,
,,0.013055556,30.63854531,,
,,0.010555556,37.89504257,,
,,0.010555556,37.89504257,,
,,0.009166667,43.63671594,,
,,0.011111111,36.00029232,,
,,0.011388889,35.12223572,,
,,0.010277778,38.91923371,,
,,0.008611111,46.45199023,,
,,0.008611111,46.45199023,,
,,0.008611111,46.45199023,,
,,0.009722222,41.14319175,,
,,0.01,40.0003244,,
,,0.013055556,30.63854531,,
,,0.011944444,33.48864493,,
,,0.015833333,25.26336331,,
,,0.009166667,43.63671594,,
,,0.011944444,30.81548548,,
,,0.008055556,45.69192252,,
,,0.010555556,34.87015185,,
,,0.015,24.53825604,,
,,0.012222222,30.11513296,,
,,0.012222222,30.11513296,,
,,0.03,12.26912802,,
,,0.020277778,18.15158646,,
,,0.022777778,16.15933919,,
,,0.010833333,33.97604787,,
,,0.010833333,33.97604787,,
,,0.010833333,33.97604787,,
,,0.009166667,40.15350842,,
,,0.02,18.40369203,,
,,0.010555556,34.87015185,,
,,0.017222222,21.37202973,,
,,0.0175,30.58961783,,
,,0.012777778,41.89447587,,
,,0.016666667,32.11909808,,
,,0.016666667,32.11909808,,
,,0.008055556,56.83778192,,
,,0.023333333,19.62256893,,
,,0.028333333,16.15976261,,
,,0.021944444,20.8645038,,
,,0.021944444,20.8645038,,
,,0.008333333,54.94319442,,
,,0.013333333,45.1803758,,
,,0.026666667,22.59018705,,
,,0.021666667,27.80330706,,
,,0.021388889,28.16438926,,
,,0.018611111,32.3680298,,
,,0.016666667,36.14429901,,
,,0.006111111,40.58303699,,
,,0.006944444,35.71307419,,
,,0.006944444,35.71307419,,
,,0.006666667,37.2011147,,
,,0.011111111,53.44870881,,
,,0.02,29.69372682,,
,,0.014722222,29.03010963,,
,,0.026388889,16.19574506,,
,,0.005555556,53.73996048,,
,,0.006944444,42.99197458,,
,,0.006944444,42.99197458,,
,,0.0075,39.80738132,,
,,0.006666667,44.78330175,,
,,0.015555556,37.25429294,,
,,0.016111111,35.96966342,,
,,0.016111111,35.96966342,,
,,0.021111111,27.45053257,,
,,0.014722222,39.36302822,,
,,0.010833333,38.93512256,,
,,0.010833333,38.93512256,,
,,0.010833333,38.93512256,,
,,0.017777778,23.72608928,,
,,0.010555556,39.95972814,,
,,0.006388889,39.43753982,,
,,0.005,50.39241287,,
,,0.004166667,60.47089061,,
,,0.004166667,60.47089061,,
,,0.005555556,45.35316796,,
,,0.004722222,53.35667497,,
,,0.017222222,30.9885487,,
,,0.018333333,29.110455,,
,,0.028055556,19.02267291,,
,,0.028055556,19.02267291,,
,,0.060555556,8.813256792,,
,,0.020833333,25.61720034,,
,,0.013333333,28.88226213,,
,,0.01,38.50968188,,
,,0.010277778,37.46887886,,
,,0.01,38.50968188,,
,,0.010277778,37.46887886,,
,,0.011944444,32.2406651,,
,,0.009444444,40.7749592,,
,,0.009166667,38.06828525,,
,,0.009166667,38.06828525,,
,,0.000555556,228.9789237,,
,,0.000555556,228.9789237,,
,,0.010555556,60.9226631,,
,,0.010555556,60.9226631,,
,,0.006111111,40.87163654,,
,,0.006111111,40.87163654,,
,,0.001944444,99.14908655,,
,,0.001944444,99.14908655,,
,,0.0525,21.57472351,,
,,0.010277778,35.15172214,,
,,0.01,43.42590199,,
,,0.011388889,38.13005991,,
,,0.008888889,1797.427419,,
,,0.009166667,1742.95988,,
,,0.003055556,5357.040138,,
,,0.002777778,5892.744538,,
,,0.005,45.20779561,,
,,0.005833333,38.74954131,,
,,0.007777778,33.81581933,,
,,0.014166667,62.66312749,,
,,0.014166667,62.66312749,,
,,0.038333333,17.25583782,,
,,0.020555556,28.17075384,,
,,0.000277778,330.9533536,,
,,0.011388889,27.36181309,,
,,0.009166667,33.53827921,,
,,0.014166667,29.5467751,,
,,0.016944444,19.46596832,,
,,0.025,26.029581,,
,,0.025,26.029581,,
,,0.025,26.029581,,
,,0.023055556,28.22484633,,
,,0.023055556,28.22484633,,
,,0.024166667,26.92715239,,
,,0.024722222,26.32204844,,
,,0.024722222,26.32204844,,
,,0.021944444,29.65395364,,
,,0.021944444,29.65395364,,
,,0.023333333,27.88883719,,
,,0.023333333,27.88883719,,
,,0.029444444,22.10058798,,
,,0.024166667,26.92715239,,
,,0.024166667,26.92715239,,
,,0.024166667,26.92715239,,
,,0.025277778,25.74354143,,
,,0.024444444,26.62116287,,
,,0.026388889,24.65960295,,
,,0.017222222,37.78487614,,
,,0.036944444,17.6140024,,
,,0.027222222,30.81093265,,
,,0.025,33.54968195,,
,,0.026388889,31.78390908,,
,,0.021111111,39.72988673,,
,,0.029722222,17.54347343,,
,,0.030833333,16.91127624,,
,,0.023333333,22.34704368,,
,,0.0275,18.9611277,,
,,0.021388889,24.4542707,,
,,0.031111111,16.81231126,,
,,0.031944444,16.37372939,,
,,0.027222222,19.21407009,,
,,0.044444444,11.76861795,,
,,0.023888889,21.89510285,,
,,0.0425,12.30705133,,
,,0.026944444,19.41215345,,
,,0.031944444,16.37372939,,
,,0.024722222,21.15706596,,
,,0.02,19.76002758,,
,,0.013888889,28.45443949,,
,,0.017222222,22.9471291,,
,,0.016388889,33.6004559,,
,,0.01,27.06537548,,
,,0.016111111,35.65318956,,
,,0.016111111,35.65318956,,
,,0.014722222,39.01669833,,
,,0.014722222,39.01669833,,
,,0.014444444,39.76702008,,
,,0.019166667,29.96934702,,
,,0.016111111,35.65318956,,
,,0.012777778,44.95402053,,
,,0.011388889,50.43621854,,
,,0.013611111,42.20173464,,
,,0.033055556,18.40693447,,
,,0.033055556,18.40693447,,
,,0.025555556,23.8089695,,
,,0.0175,34.76865447,,
,,0.0175,34.76865447,,
,,0.024166667,25.17730117,,
,,0.041111111,14.80017053,,
,,0.018888889,32.21213557,,
,,0.021111111,28.82138478,,
,,0.021111111,28.82138478,,
,,0.2825,1.535813031,,
,,0.044722222,9.701378016,,
,,0.238333333,1.820421742,,
,,0.044722222,9.701378016,,
,,0.226388889,1.91646853,,
,,0.025833333,22.7486463,,
,,0.022222222,26.44530125,,
,,0.023055556,23.72290133,,
,,0.022222222,24.61251086,,
,,0.021388889,24.4542707,,
,,0.031111111,16.81231126,,
,,0.031944444,16.37372939,,
,,0.027222222,19.21407009,,
,,0.044444444,11.76861795,,
,,0.023888889,21.89510285,,
,,0.0425,12.30705133,,
,,0.026944444,19.41215345,,
,,0.031944444,16.37372939,,
,,0.024722222,21.15706596,,
,,0.020555556,32.10688851,,
,,0.018611111,35.46134053,,
,,0.040277778,16.38558475,,
,,0.019444444,33.94156937,,
,,0.013888889,41.88816354,,
,,0.02,29.08900269,,
,,0.014722222,39.51713633,,
,,0.009166667,35.70111834,,
,,0.015555556,21.03815919,,
,,0.0175,18.70058648,,
,,0.014722222,22.22899936,,
,,0.009722222,33.66105643,,
,,0.005833333,56.10176264,,
,,0.022222222,38.76937768,,
,,0.051111111,16.85625103,,
,,0.038611111,22.31331074,,
,,0.034722222,24.81240163,,
,,0.056666667,15.20367728,,
,,0.03,28.71805725,,
,,0.016666667,51.69250202,,
,,0.024444444,35.24488909,,
,,0.021944444,39.2601297,,
,,0.012777778,52.70557774,,
,,0.016111111,41.80097647,,
,,0.013888889,48.48913198,,
,,0.0175,38.48343839,,
,,0.017777778,37.88213419,,
,,0.011944444,56.38271415,,
,,0.015833333,42.53432753,,
,,0.013055556,51.58418161,,
,,0.017777778,37.88213419,,
,,0.013611111,34.34466572,,
,,0.013611111,30.63613093,,
,,0.010277778,42.84561455,,
,,0.014722222,29.04861115,,
,,0.015277778,27.99229719,,
,,0.011666667,30.88888383,,
,,0.010833333,33.2649538,,
,,0.013888889,39.40403112,,
,,0.020555556,26.55111352,,
,,0.014722222,37.83547301,,
,,0.010555556,33.98174365,,
,,0.010555556,33.98174365,,
,,0.033333333,10.76088605,,
,,0.0275,13.04349811,,
,,0.016944444,21.1689565,,
,,0.015833333,22.65449719,,
,,0.015833333,22.65449719,,
,,0.015833333,22.65449719,,
,,0.015833333,22.65449719,,
,,0.010555556,33.98174365,,
,,0.010277778,25.06909736,,
,,0.008888889,28.98614409,,
,,0.008888889,28.98614409,,
,,0.011944444,21.57108504,,
,,0.005555556,46.37782741,,
,,0.011944444,21.57108504,,
,,0.019166667,13.44284937,,
,,0.007222222,35.6752558,,
,,0.009444444,27.28107841,,
,,0.005277778,48.81876754,,
,,0.005277778,48.81876754,,
,,0.008055556,31.98470935,,
,,0.007777778,33.12702128,,
,,0.004444444,57.97229469,,
,,0.015,17.17697449,,
,,0.015,17.17697449,,
,,0.015,17.17697449,,
,,0.015,17.17697449,,
,,0.009166667,28.10777541,,
,,0.002222222,126.1926307,,
,,0.001944444,144.2201679,,
,,0.001944444,144.2201679,,
,,0.0025,112.1712161,,
,,0.001666667,168.2567905,,
,,0.002222222,126.1926307,,
,,0.001666667,168.2567905,,
,,0.004444444,63.09631536,,
,,0.004444444,63.09631536,,
,,0.002222222,126.1926307,,
,,0.002222222,126.1926307,,
,,0.002222222,126.1926307,,
,,0.002222222,126.1926307,,
,,0.004444444,63.09631536,,
,,0.023611111,27.20043652,,
,,0.018333333,35.03086569,,
,,0.018333333,35.03086569,,
,,0.016111111,39.86270879,,
,,0.012777778,31.58764322,,
,,0.006944444,58.12126826,,
,,0.006666667,60.54298087,,
,,0.006666667,60.54298087,,
,,0.011111111,36.3257907,,
,,0.015,28.95834841,,
,,0.011944444,36.36629936,,
,,0.015,28.95834841,,
,,0.015,28.95834841,,
,,0.019166667,31.68948628,,
,,0.015277778,39.75590108,,
,,0.019166667,31.68948628,,
,,0.019166667,31.68948628,,
,,0.013055556,29.53416228,,
,,0.014166667,27.21775768,,
,,0.014722222,26.1906735,,
,,0.013055556,29.53416228,,
,,0.013055556,29.53416228,,
,,0.005555556,50.02841439,,
,,0.006111111,45.48038118,,
,,0.006388889,43.50297175,,
,,0.005555556,50.02841439,,
,,0.005555556,50.02841439,,
,,0.014444444,33.77705967,,
,,0.013611111,35.84504211,,
,,0.014444444,33.77705967,,
,,0.014444444,33.77705967,,
,,0.019166667,26.9878919,,
,,0.017222222,30.03491287,,
,,0.0175,29.55816784,,
,,0.019166667,26.9878919,,
,,0.019166667,26.9878919,,
,,0.019166667,26.9878919,,
,,0.009444444,37.54664143,,
,,0.009166667,38.68441522,,
,,0.008333333,42.55285999,,
,,0.011111111,31.91464403,,
,,0.009444444,37.54664143,,
,,0.009444444,37.54664143,,
,,0.009444444,37.54664143,,
,,0.0125,32.83002201,,
,,0.010555556,38.87765601,,
,,0.011388889,36.03295064,,
,,0.011111111,36.93377513,,
,,0.0125,32.83002201,,
,,0.0125,32.83002201,,
,,0.0125,32.83002201,,
,,0.025,10.3362468,,
,,0.006388889,40.44618241,,
,,0.006388889,40.44618241,,
,,0.025,10.3362468,,
,,0.025,10.3362468,,
,,0.013888889,30.48044142,,
,,0.015555556,27.21467928,,
,,0.013333333,31.75046087,,
,,0.013888889,30.48044142,,
,,0.013888889,30.48044142,,
,,0.014722222,31.50716869,,
,,0.012222222,37.95181695,,
,,0.013333333,34.78916578,,
,,0.011388889,40.72877803,,
,,0.014722222,31.50716869,,
,,0.014722222,31.50716869,,
,,0.020277778,31.97618605,,
,,0.021388889,30.31508565,,
,,0.021111111,30.71396867,,
,,0.02,32.4203001,,
,,0.02,32.4203001,,
,,0.000833333,153.5872134,,
,,0.001111111,115.1903755,,
,,0.000833333,153.5872134,,
,,0.001111111,115.1903755,,
,,0.001111111,115.1903755,,
,,0.001111111,115.1903755,,
,,0.016666667,29.94419959,,
,,0.015555556,32.08307072,,
,,0.013333333,37.43025118,,
,,0.013888889,35.93303994,,
,,0.013888889,35.93303994,,
,,0.056388889,20.27081442,,
,,0.005277778,50.91471919,,
,,0.004444444,60.46123763,,
,,0.005555556,48.3689814,,
,,0.003611111,74.41382578,,
,,0.005,53.74331697,,
,,0.003611111,74.41382578,,
,,0.005555556,48.3689814,,
,,0.005,53.74331697,,
,,0.01,46.94051888,,
,,0.010833333,43.32971107,,
,,0.013611111,34.48691211,,
,,0.010833333,43.32971107,,
,,0.009444444,38.51905033,,
,,0.010277778,35.39588166,,
,,0.009722222,37.41850513,,
,,0.010277778,35.39588166,,
,,0.004722222,45.69672655,,
,,0.004166667,51.78961684,,
,,0.005,43.15801749,,
,,0.004166667,51.78961684,,
,,0.005,43.15801749,,
