stop_id_modified_from,stop_id_modified_to,time_modified,speed,number_of_trips,average_time
34944,39425,0.01,45.94635904,1,0.01861111
39425,38890,0.007222222,40.23339874,6,0.014166667
38890,33858,0.006666667,43.58617845,13,0.011004273
33858,39712,0.007777778,37.35958233,13,0.009444445
39589,39204,0.007777778,37.35958233,12,0.01025463
39204,36157,0.007777778,37.35958233,2,0.009166665
38807,38808,0.007777778,37.35958233,25,0.006877778
38809,38810,0.006111111,47.54856155,19,0.01998538
38810,39273,0.007777778,37.35958233,9,0.018580248
38785,35020,0.006388889,45.48123117,1,0.0075
39902,33141,0.006388889,45.48123117,1,0.0075
33141,31887,0.008611111,33.74414028,7,0.022103174
31887,34306,0.008611111,33.74414028,5,0.019055556
34306,39614,0.006666667,43.58617845,4,0.022013887
39614,33759,0.006666667,43.58617845,1,0.02388889
33759,39144,0.006944444,41.84273608,1,0.03416667
39144,38908,0.006944444,41.84273608,4,0.011597222
38908,35638,0.007222222,40.23339874,1,0.01555555
35638,33477,0.026388889,35.9449726,1,0.01361112
33477,32174,0.022777778,41.64356559,1,0.01361111
32174,38909,0.023611111,40.17379327,1,0.01
32092,33227,0.023611111,40.17379327,1,0.01027777
33227,35315,0.031388889,30.21922478,1,0.00916667
35315,35650,0.024722222,38.36822969,3,0.019074073
35650,31518,0.023055556,41.14183549,5,0.010611112
31518,35303,0.024722222,38.36822969,4,0.010763887
35303,35331,0.024722222,38.36822969,4,0.011111113
35331,35635,0.024444444,38.80423266,4,0.011458333
35635,34156,0.025277778,37.52497123,4,0.007291667
34156,32170,0.022222222,42.68465557,4,0.00763889
32170,32873,0.017777778,36.04371283,1,0.00694444
32873,32981,0.015833333,40.47013506,1,0.00722222
39121,38827,0.013611111,47.07750344,8,0.007673611
38827,38828,0.014444444,44.36149463,6,0.007592593
38750,38839,0.014444444,44.36149463,5,0.007555556
38839,1048,0.018333333,34.95148018,2,0.007777775
1048,36156,0.014444444,44.36149463,1,0.00722222
933,854,0.014722222,43.52448461,9,0.009938272
854,851,0.016111111,39.77237355,8,0.020138889
851,830,0.016111111,39.77237355,8,0.013993055
830,852,0.014722222,43.52448461,8,0.015833334
852,831,0.016666667,38.44662673,9,0.009074074
831,871,0.014166667,45.2313254,9,0.009598764
871,825,0.019444444,34.40460754,10,0.01325
825,1158,0.016111111,41.52280154,1,0.00166667
38856,38857,0.014444444,46.31389513,5,0.002444444
38857,3776,0.014722222,45.44004734,2,0.002222225
3776,38858,0.014722222,45.44004734,2,0.001666665
38858,39165,0.016944444,39.48069731,5,0.007
39165,39122,0.014444444,46.31389513,5,0.006666666
39122,38847,0.014444444,46.31389513,5,0.008
39664,39426,0.016944444,39.48069731,9,0.01345679
39425,1287,0.016944444,39.48069731,5,0.012111112
1287,39423,0.014166667,47.22200816,3,0.005648147
39423,39375,0.013055556,51.24090193,4,0.013680555
39375,39376,0.028333333,39.55870532,8,0.007395834
39376,1534,0.025833333,43.38696717,4,0.01048611
1534,39422,0.010555556,56.25897246,4,0.011458335
37319,1318,0.009722222,61.08117407,1,0.01111111
37376,39420,0.009722222,61.08117407,3,0.012037037
39425,39424,0.008888889,35.46072156,2,0.00986111
33988,39203,0.006388889,49.33665585,8,0.007430556
38810,39597,0.006388889,49.33665585,1,0.0075
39597,39313,0.026388889,28.99130478,7,0.004007936
39313,31834,0.019444444,39.34534327,3,0.00851852
31834,1038,0.019444444,39.34534327,3,0.007777777
1038,1087,0.011111111,44.26215992,10,0.008611111
1087,39598,0.010277778,47.85098218,9,0.006111111
39598,39664,0.010277778,47.85098218,1,0.00194444
34121,32139,0.010833333,45.39708804,1,0.00222223
32139,32956,0.0225,39.57441887,1,0.00194444
32956,32883,0.021944444,40.57630371,1,0.00194444
35048,34072,0.021944444,40.57630371,1,0.00222223
34072,32776,0.020555556,43.31794404,1,0.00277777
32776,33958,0.018888889,47.14011632,1,0.00638889
33958,34174,0.019722222,39.58704635,1,0.00611111
34174,38894,0.016944444,46.07672677,1,0.00611111
39599,38864,0.016944444,46.07672677,1,0.0075
38864,39127,0.018055556,43.24123369,1,0.00861112
1190,38863,0.018055556,43.24123369,1,0.015
38863,38895,0.018333333,25.71800182,1,0.01666666
1287,1289,0.010277778,45.87535276,2,0.01638889
39375,1536,0.010277778,45.87535276,2,0.01375
1536,1295,0.013333333,35.36225274,1,0.01111111
37319,33825,0.015555556,30.31050072,2,0.01416667
33825,35470,0.012777778,36.89974042,2,0.01111111
32422,34344,0.012777778,36.89974042,1,0.01222222
34344,33677,0.033333333,34.46610863,1,0.01222222
33677,34760,0.024166667,47.53945905,1,0.01527778
38709,39617,0.024166667,47.53945905,14,0.008730159
39617,38706,0.024722222,46.47115766,19,0.015438596
38706,38700,0.0275,41.77710096,21,0.017089947
38700,38712,0.0275,41.77710096,25,0.010666667
38712,38703,0.024444444,31.79298309,24,0.02119213
38703,38707,0.0275,28.2604289,24,0.019016204
38707,38704,0.026388889,29.45034157,7,0.009047619
38704,38705,0.035,22.20462271,5,0.009277778
38705,39067,0.024444444,31.79298309,5,0.011166666
39067,38708,0.024444444,31.79298309,10,0.011777778
38708,517,0.0325,23.91267061,5,0.012833334
517,516,0.0325,23.91267061,9,0.00691358
516,518,0.026666667,29.14356694,9,0.005709877
518,520,0.026666667,29.14356694,8,0.0071875
520,519,0.019444444,26.56134841,8,0.004930556
519,460,0.018055556,28.6045277,9,0.004660493
460,38717,0.013611111,37.94478288,5,0.004222222
38717,38985,0.019166667,26.9462944,4,0.004722222
38985,38986,0.019166667,26.9462944,9,0.017253087
38986,38718,0.018611111,27.75066205,9,0.019382716
38718,38987,0.018055556,28.6045277,9,0.022160494
38987,38988,0.018055556,28.6045277,9,2.622407408
38988,535,0.015555556,33.2016838,3,0.025925927
535,38719,0.015555556,33.2016838,4,0.015833332
38719,39072,0.013055556,39.55945283,8,0.010902778
39072,38989,0.013055556,39.55945283,7,0.006785714
38989,38720,0.01,35.42871244,8,0.009409723
38720,26219,0.012777778,27.72681795,9,0.002623457
26219,38721,0.009444444,37.51275612,10,0.019944444
38721,38426,0.011666667,30.36746694,5,0.020333334
38426,38428,0.011388889,31.10813745,9,0.00574074
38428,38432,0.011388889,31.10813745,9,0.005339507
38432,38434,0.011388889,31.10813745,8,0.0078125
38434,38436,0.009444444,37.51275612,8,0.015659721
38436,38438,0.009444444,37.51275612,8,0.008020834
38438,38440,0.013333333,26.571535,8,0.056736111
38440,38444,0.013333333,26.571535,9,0.005246913
38444,38446,0.010555556,33.56404196,8,0.005173611
38446,38448,0.010555556,33.56404196,9,0.004845679
38448,38450,0.007777778,47.24914962,9,0.056358026
38450,38453,0.007777778,47.24914962,9,0.047993827
38453,38455,0.006111111,60.13528415,8,0.069826389
33450,32198,0.009722222,37.79932164,1,0.04972222
32198,31657,0.007777778,47.24914962,4,0.057361113
38804,34608,0.007777778,47.24914962,14,0.017976191
38946,39307,0.008611111,42.67665304,8,0.008645833
39307,38806,0.008333333,44.09920934,11,0.012575758
38806,38807,0.008333333,44.09920934,18,0.005092592
38704,33099,0.008611111,42.67665304,2,0.00611111
33099,39438,0.006666667,55.12400671,2,0.007361115
39438,33686,0.028333333,37.62704262,2,0.006388885
33686,39437,0.020277778,52.57477069,2,0.00666667
39437,39436,0.029722222,35.86876945,1,0.00611111
39436,38955,0.024444444,43.61316332,1,0.00694444
38955,39435,0.020555556,51.86430026,1,0.00694445
39435,35287,0.020555556,51.86430026,1,0.00388889
35287,32350,0.024444444,43.61316332,3,0.003796293
32350,33935,0.031666667,33.66630054,2,0.00416667
33935,34009,0.021111111,50.49945161,2,0.00375
34009,33411,0.021111111,50.49945161,2,0.004305555
33411,31402,0.014444444,42.5990146,3,0.005925927
31402,31846,0.013055556,47.13082161,3,0.01296296
611,34110,0.016388889,37.54489282,4,0.011736112
34110,33483,0.014444444,42.5990146,6,0.01449074
33483,35659,0.016388889,37.54489282,6,0.02138889
35659,32209,0.016388889,37.54489282,4,0.030902777
32209,35516,0.017222222,35.72820516,4,0.027638888
35516,34659,0.015277778,40.27543016,3,0.03314815
34659,32258,0.011944444,51.51508776,4,0.027708332
32258,32954,0.011944444,51.51508776,4,0.0175
32954,33559,0.01,49.69136642,4,0.01326389
33559,34626,0.011388889,43.63144326,4,0.013541665
34626,32163,0.013055556,38.06147085,4,0.013125
32163,33467,0.010833333,45.86895503,4,0.014722222
33467,36133,0.008888889,55.90278652,5,0.0165
36133,33376,0.008888889,55.90278652,4,0.013611112
33376,33868,0.010555556,47.07602936,5,0.015055556
33868,33596,0.009722222,51.11112091,4,0.01423611
33596,32793,0.01,49.69136642,5,0.016222222
32793,32968,0.01,49.69136642,5,0.014833334
32968,32864,0.015277778,41.75995211,5,0.016777778
32864,33516,0.019444444,32.81139217,5,0.014833332
33516,34371,0.016944444,37.65241737,6,0.014861112
34371,31935,0.016388889,38.92876922,5,0.016166666
31935,35761,0.016388889,38.92876922,6,0.018240742
35761,35486,0.015833333,40.29469207,5,0.0315
35486,32549,0.017222222,37.04511982,1,0.02944444
32451,31883,0.016944444,37.65241737,1,0.02944444
31883,35749,0.016944444,37.65241737,2,0.03013889
35749,31451,0.014444444,66.62903208,2,0.02486111
31451,35150,0.018333333,52.49560037,3,0.031203707
35150,35743,0.0175,54.99538987,1,0.03777777
35743,34437,0.023333333,41.24654299,1,0.03777778
34437,32615,0.014722222,65.37187951,3,0.019166667
32615,34440,0.0225,42.77419212,1,0.00861111
31575,40509,0.0175,54.99538987,16,0.011284723
40509,35833,0.0175,54.99538987,16,0.008559028
35833,32302,0.0225,35.07639018,15,0.011648148
39435,40297,0.0325,24.28365474,11,0.005151515
40297,40299,0.021944444,35.96440079,17,0.013153595
40299,40300,0.019166667,41.17663124,17,0.011535948
40300,40301,0.025555556,30.88247343,18,0.009567901
40301,40302,0.025833333,30.55040475,21,0.005634921
40302,3968,0.023611111,33.42573668,4,0.004375
3968,39384,0.023611111,33.42573668,8,0.007222222
39384,39383,0.010277778,26.87247933,8,0.013055555
39383,3988,0.009722222,28.40805084,7,0.014642857
3988,39382,0.010277778,26.87247933,7,0.009960317
39382,36048,0.009722222,28.40805084,4,0.034583332
36048,33049,0.010555556,26.16530829,4,0.019861112
33049,39381,0.009444444,29.24358246,2,0.015
39381,39380,0.009444444,29.24358246,7,0.017777777
39380,1323,0.008333333,33.14272655,4,0.019444445
40302,40303,0.008333333,33.14272655,16,0.017065972
40303,40304,0.015555556,31.41314322,12,0.012708333
40304,40305,0.014722222,33.19124712,10,0.010777778
40305,40306,0.0125,39.09191268,10,0.007305555
40306,40307,0.014166667,34.49286332,10,0.007805556
40307,40308,0.016388889,29.8158654,8,0.0075
40308,40309,0.014166667,34.49286332,8,0.011979166
40309,32029,0.0125,39.09191268,2,0.030833335
32029,39339,0.064166667,7.615307626,3,0.01175926
39339,39338,0.078611111,6.216028527,6,0.014212962
39338,39337,0.002222222,67.38605174,6,0.015277778
39337,31762,0.001666667,89.84804204,4,0.016736113
31762,34575,0.001666667,89.84804204,2,0.006666665
34575,39312,0.001666667,89.84804204,2,0.006944445
40309,40310,0.003055556,49.0080256,6,0.008888888
40310,40311,0.003055556,49.0080256,7,0.009801587
40311,40312,0.003055556,49.0080256,8,0.016284723
40312,40313,0.001388889,107.8176634,6,0.00375
40313,40314,0.001666667,89.84804204,7,0.010833333
40314,40315,0.001944444,77.01264047,5,0.016
40315,38838,0.0025,59.89870667,5,0.018277778
32530,31603,0.001944444,77.01264047,1,0.01527778
31603,31926,0.001388889,107.8176634,1,0.03694444
31926,32218,0.0075,30.72099843,1,0.03694445
32218,33071,0.006666667,34.5611215,1,0.01944444
33071,32397,0.006944444,33.17868042,1,0.01527778
32397,33887,0.006944444,33.17868042,1,0.01527778
33887,35244,0.006944444,33.17868042,1,0.01722222
33906,31510,0.006944444,33.17868042,1,0.0175
34361,35684,0.006944444,33.17868042,1,0.01916666
35684,34633,0.006111111,37.70304421,1,0.01388889
34633,38983,0.006666667,34.5611215,1,0.02055556
38983,39070,0.006666667,34.5611215,3,0.01685185
39070,39163,0.004722222,48.79217627,3,0.020833337
39163,31445,0.006111111,37.70304421,1,0.01861111
31445,35628,0.006944444,33.17868042,1,0.01972222
35628,34613,0.031666667,15.73153991,1,0.01805555
34613,35168,0.016388889,30.39653486,2,0.01638889
39205,39206,0.016388889,30.39653486,1,0.01472222
39206,39207,0.015555556,32.02491996,1,0.02361112
39207,484,0.015555556,32.02491996,1,0.02055555
484,478,0.015555556,32.02491996,1,0.01583333
478,480,0.015555556,32.02491996,2,0.01638889
480,39219,0.012777778,38.98685952,2,0.018333335
33906,38980,0.011111111,44.83488968,1,0.02027778
39017,38982,0.013888889,35.8679111,2,0.017777775
38982,39018,0.025555556,16.3903178,2,0.018333335
4081,38957,0.011944444,35.06765861,3,0.01722222
38957,38956,0.011944444,35.06765861,5,0.017833334
38955,38954,0.009444444,44.35027456,3,0.016851853
35287,33385,0.0125,33.50909476,1,0.01722222
33385,33848,0.0125,33.50909476,1,0.01722222
34020,31801,0.0125,33.50909476,1,0.01611111
31801,34067,0.010833333,38.6643413,1,0.01666667
34067,32289,0.014722222,28.45111862,1,0.03416667
39437,4082,0.011944444,35.06765861,4,0.011597223
39540,39461,0.008611111,48.64223495,1,0.01555555
34519,33906,0.004166667,50.45085493,1,0.01361111
38980,38981,0.004166667,50.45085493,1,0.01361111
38981,39017,0.003611111,58.21253137,2,0.01013889
39163,39164,0.003611111,58.21253137,2,0.022083335
39164,4081,0.003055556,68.79661586,2,0.01111111
38955,34563,0.004444444,47.29768501,1,0.01166667
38806,39040,0.004444444,47.29768501,2,0.010555555
40509,35510,0.004444444,47.29768501,1,0.01027778
39435,38953,0.003611111,58.21253137,1,0.01
38953,38952,0.004166667,50.45085493,1,0.01138889
38952,26224,0.005833333,36.03632989,2,0.01083333
26224,1960,0.003888889,54.05449021,1,0.01
1960,38950,0.004444444,47.29768501,1,0.00972222
38950,1559,0.006666667,38.65999143,2,0.010555555
1559,2162,0.006388889,40.34086193,1,0.01361112
2162,38949,0.010833333,29.0207684,1,0.01361111
38949,37870,0.011111111,28.29524861,1,0.01361111
37870,38948,0.0125,30.7516913,3,0.008703703
38948,38947,0.014166667,27.13384463,3,0.007222223
38947,38984,0.014166667,27.13384463,2,0.00722222
38984,39093,0.014166667,27.13384463,1,0.00805556
39093,39094,0.019166667,20.0554505,1,0.00805555
39094,38844,0.019166667,20.0554505,1,0.00694445
38834,38835,0.019166667,20.0554505,5,0.007777778
38835,38836,0.019166667,20.0554505,5,0.007555554
38838,34775,0.010555556,36.41647501,1,0.00805556
34775,31394,0.0175,21.96549379,1,0.00722222
31394,33470,0.0125,30.7516913,4,0.0075
33470,34043,0.013888889,27.67652195,4,0.0075
34043,36871,0.0075,39.5095184,4,0.00763889
36871,34502,0.0075,39.5095184,3,0.0025
