,time_sum
402,62.30305554
403,62.34999999
404,62.43694443
405,62.56527777
406,62.68888888
407,62.79944443
408,62.89888888
409,63.00972221
410,63.07972221
411,63.13277777
412,63.18694443
413,63.23944443
414,63.29833332
415,63.38083332
416,63.43527777
417,63.51055555
418,63.56749999
419,63.6486111
420,63.72277777
421,63.80666666
422,63.88083332
423,63.96999999
424,64.05083332
425,64.16027777
426,64.31777777
427,64.34722221
428,64.37666665
429,64.43694443
430,64.48666665
431,64.58027777
432,64.61805554
433,64.65583332
434,64.71333332
435,64.72194443
436,64.90249999
437,65.03944443
438,65.21416665
439,65.27083332
440,65.49444443
441,65.69055554
442,65.86277776
443,65.9811111
444,65.9986111
445,66.05638888
446,66.16083332
447,66.26333332
448,66.33305554
449,66.47138887
450,66.55083332
451,66.58083332
452,66.70527776
453,66.78305554
454,67.0561111
455,67.2086111
456,67.31638888
457,67.38944443
458,67.46749999
459,67.52749999
460,67.62333332
461,67.68499999
462,67.72027777
463,67.80555554
464,67.89722221
465,67.96416666
466,67.97749999
467,67.99138888
468,68.04472221
469,68.11333332
470,68.2436111
471,68.2661111
472,68.34194443
473,68.42194443
474,68.51333332
475,68.5286111
476,68.56555554
477,68.60249999
478,68.62194443
479,68.63722221
480,68.65249999
481,68.66972221
482,68.68722221
483,68.70638887
484,68.72027776
485,68.74083332
486,68.79138887
487,68.85388888
488,68.87249999
489,68.89222221
490,68.91027776
491,68.94305554
492,68.95777776
493,68.98138888
494,69.00194443
495,69.01777776
496,69.05055554
497,69.08722221
498,69.10749999
499,69.14305554
500,69.17972221
501,69.23138887
502,69.32055554
503,69.3711111
504,69.38833332
505,69.40555554
506,69.42166665
507,69.43833332
508,69.47249999
509,69.51888888
510,69.53444443
511,69.54805554
512,69.56166665
513,69.58194443
514,69.6261111
515,69.64833332
516,69.65999999
517,69.6811111
518,69.69138888
519,69.70138888
520,69.71277777
521,69.73444443
522,69.74444443
523,69.75416665
524,69.77527776
525,69.78888888
526,69.80249999
527,69.8161111
528,69.84222221
529,69.86388888
530,69.87833332
531,69.88638888
532,69.89444443
533,69.90138888
534,69.94027777
535,69.97805554
536,69.9861111
537,69.99333332
538,70.02333332
539,70.05333332
540,70.08388888
541,70.09138888
542,70.09305555
543,70.09499999
544,70.09666666
545,70.10027777
546,70.10166666
547,70.10305555
548,70.10805555
549,70.10999999
550,70.11194443
551,70.1136111
552,70.11527777
553,70.11805555
554,70.12055555
555,70.12222221
556,70.12444444
557,70.12666666
558,70.1286111
559,70.12972221
560,70.16416666
561,70.22666666
562,70.27999999
563,70.3211111
564,70.36388888
565,70.42555554
566,70.46083332
567,70.50138888
568,70.5461111
569,70.58527777
570,70.60277777
571,70.62027777
572,70.63777777
573,70.67055554
574,70.68583332
575,70.72388888
576,70.73277777
577,71.68222221
578,71.76805554
579,71.78944443
580,71.81416665
581,71.9961111
582,72.15249999
583,72.3011111
584,72.44666665
585,72.58916665
586,72.71527776
587,72.8536111
588,72.88694443
589,72.93777776
590,72.99972221
591,73.01333332
592,73.03694443
593,73.04722221
594,73.05638888
595,73.09138888
596,73.10249999
597,73.19972221
598,73.26777777
599,73.28138888
600,73.30749999
601,73.35972221
602,73.4136111
603,73.47305555
604,73.5111111
605,73.59194444
606,73.99777777
607,74.23333332
608,74.36333332
609,74.52916665
610,74.61972221
611,74.72194443
612,74.83527776
613,74.92444443
614,74.96388887
615,74.99972221
616,75.01472221
617,75.02333332
618,75.02999999
619,75.03666665
620,75.0436111
621,75.05055554
622,75.05777776
623,75.08416665
624,75.10694443
625,75.23333332
626,75.38833332
627,75.49444443
628,75.55611109
629,75.62083332
630,75.66694443
631,75.76694442
632,75.92583331
633,76.11166665
634,76.27611109
635,76.42694442
636,76.59138887
637,76.64805553
638,76.66416665
639,76.68444442
640,76.6972222
641,76.70888887
642,76.72111109
643,76.73083331
644,76.74416665
645,76.75527776
646,76.76944442
647,76.85361109
648,76.93527776
649,77.07111109
650,77.16638887
651,77.1697222
652,77.31111109
653,77.33055553
654,77.40055554
655,77.41916665
656,77.45527776
657,77.48638887
658,77.51249998
659,77.53527776
660,77.55638887
661,77.60944443
662,77.6572222
663,77.67888887
664,77.70416665
665,77.72111109
666,77.73805554
667,77.9447222
668,78.00138887
669,78.04527776
670,78.09527776
671,78.12249998
672,78.14444443
673,78.1797222
674,78.20805554
675,78.23777776
676,78.28944443
677,78.3222222
678,78.35527776
679,78.3722222
680,78.38916665
681,78.40361109
682,78.42194442
683,78.46277776
684,78.49999998
685,78.53499998
686,78.58999998
687,78.63111109
688,78.70611109
689,78.7297222
690,78.78027776
691,78.79916664
692,78.80749998
693,78.81583331
694,78.83138887
695,78.84611109
696,78.85861109
697,78.87277775
698,78.88916664
699,78.90333331
700,78.91583331
701,78.97999998
702,79.25277775
703,79.37166664
704,79.58861109
705,79.77388887
706,79.91638887
707,79.93388887
708,79.96888887
709,79.98638887
710,80.00194442
711,80.01916664
712,80.03638887
713,80.05249998
714,80.06916664
715,80.10333331
716,80.11388887
717,80.12444442
718,80.13611109
719,80.1497222
720,80.16527776
721,80.17888887
722,80.21277776
723,80.26805553
724,80.27916665
725,80.29083331
726,80.30083331
727,80.3222222
728,80.34361109
729,80.36527776
730,80.38499998
731,80.39583331
732,80.4197222
733,80.44694442
734,80.46555553
735,80.47999998
736,80.4947222
737,80.50916665
738,80.52527776
739,80.53944442
740,80.55611109
741,80.57111109
742,80.58611109
743,80.60083331
744,80.61694443
745,80.63138887
746,80.64638887
747,80.6622222
748,80.66944443
749,80.67666665
750,80.68416665
751,80.6997222
752,80.7147222
753,80.72083332
754,80.72388887
755,80.72749998
756,80.73249998
757,80.73388887
758,80.73888887
759,80.74277776
760,80.74611109
761,80.74888887
762,80.75138887
763,80.75527776
764,80.75944443
765,80.78388887
766,80.83111109
767,80.89361109
768,80.94416665
769,80.99527776
770,81.03583331
771,81.07749998
772,81.11305553
773,81.1497222
774,81.19083331
775,81.2147222
776,81.24083331
777,81.32166665
778,81.3897222
779,81.45249998
780,81.49861109
781,81.53944442
782,81.59027775
783,81.77833331
784,81.8622222
785,81.90694442
786,81.93305553
787,81.95861109
788,81.97916664
789,81.98999998
790,81.9922222
791,81.99833331
792,82.00111109
793,82.0772222
794,82.12388886
795,82.18805553
796,82.21166664
797,82.21805553
798,82.23666664
799,82.31888886
800,82.52138886
801,82.63361108
802,82.73249997
803,82.80999997
804,82.84611108
805,82.92944441
806,82.99166664
807,83.02972219
808,83.12527775
809,83.17111108
810,83.29777775
811,83.31999997
812,83.34305552
813,83.39888886
814,83.41111108
815,83.4283333
816,83.4583333
817,83.4658333
818,83.46999997
819,83.4858333
820,83.50166664
821,83.51944441
822,83.52805552
823,83.53555552
824,83.54277775
825,83.5508333
826,83.62888886
827,83.68138886
828,83.68388886
829,83.6858333
830,83.69694441
831,83.74666663
832,83.79611108
833,83.81305552
834,83.86305552
835,83.87527774
836,83.89749997
837,83.93249997
838,83.97027774
839,83.97749997
840,83.99166663
841,84.00388885
842,84.09166663
843,84.30444441
844,84.41722219
845,84.43999996
846,84.4608333
847,84.49472218
848,84.52972218
849,84.54805552
850,84.56722218
851,84.58472218
852,84.66083329
853,84.77888885
854,84.86972218
855,84.93527774
856,85.02861107
857,85.08777774
858,85.1444444
859,85.26249996
860,85.34916663
861,85.59138885
862,86.10583329
863,86.15222218
864,86.19666662
865,86.35888884
866,86.4219444
867,86.47083329
868,86.55861107
869,86.6169444
870,86.62527773
871,86.63416662
872,86.65749996
873,86.68111107
874,86.74277773
875,86.81777773
876,86.86888884
877,86.9094444
878,86.95111106
879,86.98666662
880,87.00583329
881,87.04027773
882,87.0644444
883,87.10111106
884,87.18777773
885,87.25833328
886,87.27638884
887,87.27888884
888,87.28527773
889,87.29194439
890,87.29583328
891,87.30083328
892,87.32333328
893,87.34527773
894,87.3555555
895,87.36777773
896,87.39083328
897,87.41027773
898,87.45722217
899,87.51888884
900,87.56944439
901,87.61999995
902,87.64499995
903,87.66833328
904,87.70638883
905,87.74583328
906,87.78194439
907,87.81638883
908,87.91611106
909,87.98999995
910,88.08361106
911,88.14249994
912,88.25083328
913,88.28083328
914,88.28833328
915,88.29249995
916,88.29666661
917,88.30027772
918,88.30388883
919,88.30833328
920,88.31638883
921,88.32416661
922,88.34194439
923,88.3505555
924,88.3805555
925,88.41666661
926,88.45138883
927,88.46111106
928,88.46861106
929,88.47694439
930,88.4855555
931,88.49499994
932,88.49749994
933,88.50138883
934,88.50388883
935,88.50638883
936,88.50833328
937,88.5105555
938,88.51666661
939,88.54888883
940,96.12111105
941,96.23333328
942,96.33222216
943,96.39111105
944,96.40972216
945,96.44583327
946,96.58111105
947,96.60749994
948,96.61361105
949,96.62499994
950,96.63444438
951,96.64472216
952,96.65444438
953,96.66472216
954,96.66944438
955,96.67361105
956,96.68777772
957,96.70222216
958,96.7105555
959,96.72444438
960,96.73388883
961,96.77472216
962,96.80055549
963,96.84833327
964,96.89305549
965,96.95472216
966,97.21527772
967,97.30416661
968,97.43055549
969,97.55999994
970,97.68222216
971,97.78222216
972,97.81805549
973,97.83888882
974,97.88055549
975,97.91944438
976,97.9591666
977,97.97499993
978,97.99083327
979,98.00555549
980,98.01638882
981,98.0341666
982,98.04555549
983,98.06749993
984,98.09944438
985,98.12444438
986,98.19027771
987,98.19944438
988,98.22027771
989,98.23194438
990,98.24277771
991,98.31888883
992,98.36277771
993,98.42722216
994,98.47305549
995,98.52333327
996,98.54083327
997,98.5591666
998,98.5766666
999,98.59333327
1000,98.61777771
1001,98.63555549
1002,98.65249994
1003,98.66833327
1004,98.67555549
1005,98.69138882
1006,98.71305549
1007,98.72944438
1008,98.75888882
1009,98.80138882
1010,98.91138882
1011,98.93194438
1012,99.02305549
1013,99.15222216
1014,99.17527772
1015,99.19944438
1016,99.22361105
1017,99.24805549
1018,99.27611105
1019,99.29972216
1020,99.30888883
1021,99.40194438
1022,99.50277772
1023,99.53861105
1024,99.61416661
1025,99.71999994
1026,99.73888883
1027,99.75611105
1028,99.77694439
1029,99.81666661
1030,99.84833327
1031,99.86166661
1032,99.87444439
1033,99.88694439
1034,99.94138883
1035,99.99972216
1036,100.0324999
1037,100.0413888
1038,100.0508333
1039,100.0597222
1040,100.0686111
1041,100.0799999
1042,100.0913888
1043,100.1097222
1044,100.1191666
1045,100.128611
1046,100.1402777
1047,100.1613888
1048,100.1688888
1049,100.2530555
1050,100.3461111
1051,100.4752777
1052,100.5591666
1053,100.6827777
1054,100.8072222
1055,100.9369444
1056,101.0599999
1057,101.0880555
1058,101.2608333
1059,101.3266666
1060,101.4074999
1061,101.5772222
1062,101.6108333
1063,101.621111
1064,101.6322222
1065,101.6433333
1066,101.6544444
1067,101.6655555
1068,101.6777777
1069,101.698611
1070,101.7347222
1071,101.7863888
1072,101.8538888
1073,101.946111
1074,101.9922222
1075,102.0149999
1076,102.0480555
1077,102.0663888
1078,102.0772222
1079,102.1616666
1080,102.2424999
1081,102.3141666
1082,102.3822222
1083,102.4569444
1084,102.5238888
1085,102.6022222
1086,102.6399999
1087,102.6783333
1088,102.7180555
1089,102.7613888
1090,102.771111
1091,102.7802777
1092,102.7894444
1093,102.7988888
1094,102.8080555
1095,102.8172222
1096,102.8263888
1097,102.8388888
1098,102.8552777
1099,102.8655555
1100,102.8741666
1101,102.8930555
1102,102.9133333
1103,102.9319444
1104,102.9402777
1105,102.948611
1106,102.9580555
1107,102.9677777
1108,102.9777777
1109,102.9941666
1110,103.0041666
1111,103.0166666
1112,103.0272222
1113,103.0352777
1114,103.0444444
1115,103.0527777
1116,103.0602777
1117,103.0849999
1118,103.1052777
1119,103.1280555
1120,103.148611
1121,103.176111
1122,103.2166666
1123,103.2727777
1124,103.3319444
1125,103.3880555
1126,103.4480555
1127,103.4791666
1128,103.5172222
1129,103.5633333
1130,103.6483333
1131,103.7799999
1132,103.8494444
1133,103.8677777
1134,103.8952777
1135,103.9108333
1136,103.9277777
1137,103.9522222
1138,103.9744444
1139,104.0241666
1140,104.0405555
1141,104.0569444
1142,104.068611
1143,104.0849999
1144,104.0994444
1145,104.1238888
1146,104.1491666
1147,104.1769444
1148,104.2013888
1149,104.238611
1150,104.2508333
1151,104.263611
1152,104.2777777
1153,104.2919444
1154,104.3091666
1155,104.3199999
1156,104.3294444
1157,104.3369444
1158,104.3558333
1159,104.3688888
1160,104.4924999
1161,104.5177777
1162,104.5580555
1163,104.5974999
1164,104.6391666
1165,104.6802777
1166,104.7252777
1167,104.7427777
1168,104.7802777
1169,104.816111
1170,104.8369444
1171,104.878611
1172,104.9174999
1173,104.9349999
1174,104.946111
1175,104.9572222
1176,104.9730555
1177,104.9888888
1178,105.003611
1179,105.0144444
1180,105.0322222
1181,105.043611
1182,105.0552777
1183,105.0974999
1184,105.1372222
1185,105.1777777
1186,105.1883333
1187,105.2066666
1188,105.2299999
1189,105.2516666
1190,105.273611
1191,105.2972222
1192,105.3169444
1193,105.341111
1194,105.3608333
1195,105.3916666
1196,105.4147222
1197,105.436111
1198,105.4549999
1199,105.4802777
1200,105.4888888
1201,105.4974999
1202,105.5044444
1203,105.5113888
1204,105.5213888
1205,105.5747222
1206,105.5997222
1207,105.6158333
1208,105.6252777
1209,105.6419444
1210,105.6591666
1211,105.6663888
1212,105.673611
1213,105.6894444
1214,105.711111
1215,105.7274999
1216,105.7438888
1217,105.7569444
1218,105.7666666
1219,105.7908333
1220,105.7994444
1221,105.8280555
1222,105.8466666
1223,105.9019444
1224,105.9633333
1225,106.1152777
1226,106.2469444
1227,106.3338888
1228,106.411111
1229,106.5013888
1230,106.6449999
1231,106.7113888
1232,106.7416666
1233,106.7516666
1234,106.7616666
1235,106.7716666
1236,106.7847222
1237,106.7958333
1238,106.8302777
1239,106.906111
1240,106.9308333
1241,107.0047222
1242,107.1747222
1243,107.3244444
1244,107.5402777
1245,107.7002777
1246,107.886111
1247,107.9847222
1248,107.9908333
1249,108.0127777
1250,108.016111
1251,108.0177777
1252,108.0188888
1253,108.0202777
1254,108.1541666
1255,108.2163888
1256,108.2688888
1257,108.3083333
1258,108.3247222
1259,108.3447222
1260,108.363611
1261,108.4083333
1262,108.4147222
1263,108.4405555
1264,108.4705555
1265,108.5177777
1266,108.5616666
1267,108.6272222
1268,108.6999999
1269,108.7599999
1270,108.8299999
1271,108.9063888
1272,108.9683333
1273,108.9874999
1274,109.0074999
1275,109.028611
1276,109.0497222
1277,109.108611
1278,109.1852777
1279,109.2466666
1280,109.2658333
1281,109.2833333
1282,109.2944444
1283,109.3055555
1284,109.3213888
1285,109.3372222
1286,109.3519444
1287,109.3627777
1288,109.3805555
1289,109.3919444
1290,109.403611
1291,109.4138888
1292,109.4324999
1293,109.4458333
1294,109.4574999
1295,109.4708333
1296,109.4855555
1297,109.5005555
1298,109.5155555
1299,109.526111
1300,109.5366666
1301,109.5458333
1302,109.5549999
1303,109.5666666
1304,109.5783333
1305,109.5891666
1306,109.5999999
1307,109.6116666
1308,109.6219444
1309,109.6324999
1310,109.6455555
1311,109.6555555
1312,109.6894444
1313,109.7399999
1314,109.7844444
1315,109.8194444
1316,109.8458333
1317,109.9397222
1318,110.048611
1319,110.1616666
1320,110.291111
1321,110.4513888
1322,110.4758333
1323,110.4952777
1324,110.5052777
1325,110.5158333
1326,110.5269444
1327,110.5377777
1328,110.5488888
1329,110.5613888
1330,110.5733333
1331,110.5869444
1332,110.5999999
1333,110.6113888
1334,110.623611
1335,110.6355555
1336,110.6480555
1337,110.6758333
1338,110.6880555
1339,110.7172222
1340,110.7474999
1341,110.7708333
1342,110.7891666
1343,110.8072222
1344,110.8408333
1345,110.8491666
1346,110.8652777
1347,110.8955555
1348,110.9183333
1349,110.9297222
1350,110.941111
1351,110.9563888
1352,110.9730555
1353,110.9963888
1354,111.0213888
1355,111.0441666
1356,111.0672222
1357,111.0949999
1358,111.1305555
1359,111.1733333
1360,111.2113888
1361,111.2466666
1362,111.2644444
1363,111.2819444
1364,111.2994444
1365,111.3194444
1366,111.3372222
1367,111.3680555
1368,111.3958333
1369,111.4113888
1370,111.4349999
1371,111.461111
1372,111.4749999
1373,111.4902777
1374,111.5130555
1375,111.5222222
1376,111.5474999
1377,111.5722222
1378,111.606111
1379,111.6399999
1380,111.691111
1381,111.716111
1382,111.741111
1383,111.7669444
1384,111.7938888
1385,111.8480555
1386,111.8741666
1387,111.9013888
1388,111.9338888
1389,111.9716666
1390,111.9977777
1391,112.0372222
1392,112.0955555
1393,112.1399999
1394,112.1899999
1395,112.2341666
1396,112.2683333
1397,112.2852777
1398,112.3038888
1399,112.3219444
1400,112.3377777
1401,112.3949999
1402,112.4141666
1403,112.4374999
1404,112.4608333
1405,112.4805555
1406,112.5044444
1407,112.5238888
1408,112.5455555
1409,112.566111
1410,112.5858333
1411,112.6102777
1412,112.7097222
1413,112.8158333
1414,112.938611
1415,113.0169444
1416,113.0430555
1417,113.0713888
1418,113.0963888
1419,113.1205555
1420,113.1447222
1421,113.1919444
1422,113.2124999
1423,113.3049999
1424,113.3547222
1425,113.4044444
1426,113.4452777
1427,113.4524999
1428,113.4705555
1429,113.4802777
1430,113.4869444
1431,113.493611
1432,113.4994444
1433,113.5058333
1434,113.5499999
1435,113.5813888
1436,113.6058333
1437,113.6847222
1438,113.7502777
1439,113.7999999
1440,113.813611
1441,113.8272222
1442,113.8349999
1443,113.8427777
1444,113.8669444
1445,113.891111
1446,113.9055555
1447,113.9199999
1448,113.9527777
1449,113.9644444
1450,113.9863888
1451,114.0083333
1452,114.0322222
1453,114.103611
1454,114.2747222
1455,114.2919444
1456,114.3352777
1457,114.5224999
1458,114.6702777
1459,114.7294444
1460,114.7499999
1461,114.7724999
1462,114.7916666
1463,114.8116666
1464,114.8327777
1465,114.8538888
1466,114.8777777
1467,114.8952777
1468,114.9127777
1469,114.9502777
1470,114.9894444
1471,115.031111
1472,115.0508333
1473,115.0699999
1474,115.0874999
1475,115.098611
1476,115.1097222
1477,115.1255555
1478,115.156111
1479,115.1847222
1480,115.2077777
1481,115.2366666
1482,115.2616666
1483,115.2897222
1484,115.3197222
1485,115.3408333
1486,115.3499999
1487,115.3591666
1488,115.3708333
1489,115.3824999
1490,115.3933333
1491,115.4041666
1492,115.4158333
1493,115.426111
1494,115.4366666
1495,115.4824999
1496,115.5030555
1497,115.5133333
1498,115.5230555
1499,115.5441666
1500,115.5566666
1501,115.5672222
1502,115.5777777
1503,115.588611
1504,115.5994444
1505,115.6074999
1506,115.6155555
1507,115.6327777
1508,115.6413888
1509,115.6499999
1510,115.6569444
1511,115.6638888
1512,115.6738888
1513,115.6824999
1514,115.6913888
1515,115.7008333
1516,115.7097222
1517,115.7205555
1518,115.7272222
1519,115.736111
1520,115.7438888
1521,115.7522222
1522,115.7683333
1523,115.786111
1524,115.8116666
1525,115.8188888
1526,115.8338888
1527,115.8527777
1528,115.9094444
1529,115.9191666
1530,115.9327777
1531,115.9433333
1532,115.9519444
1533,115.9883333
1534,116.0544444
1535,116.0952777
1536,116.1272222
1537,116.1633333
1538,116.2088888
1539,116.2180555
1540,116.2705555
1541,116.2994444
1542,116.331111
1543,116.3530555
1544,116.391111
1545,116.4277777
1546,116.466111
1547,116.5213888
1548,116.5516666
1549,116.5749999
1550,116.6113888
1551,116.6299999
1552,116.6449999
1553,116.6533333
1554,116.6616666
1555,116.681111
1556,116.7772222
1557,116.8713888
1558,117.033611
1559,117.1722222
1560,117.3172222
1561,117.571111
1562,117.5980555
1563,117.6522222
1564,117.6605555
1565,117.6683333
1566,117.6783333
1567,117.6883333
1568,117.6963888
1569,117.7055555
1570,117.7147222
1571,117.7291666
1572,117.7758333
1573,117.8019444
1574,117.8413888
1575,117.8997222
1576,117.9219444
1577,117.9441666
1578,117.9666666
1579,118.0158333
1580,118.0555555
1581,118.0894444
1582,118.1080555
1583,118.126111
1584,118.1419444
1585,118.1577777
1586,118.1991666
1587,118.2183333
1588,118.2416666
1589,118.3497222
1590,118.456111
1591,118.5138888
1592,118.5719444
1593,118.6927777
1594,118.8472222
1595,118.9247222
1596,119.1424999
1597,119.2194444
1598,119.3066666
1599,119.3866666
1600,119.4208333
1601,119.5552777
1602,119.6227777
1603,119.6838888
1604,119.7463888
1605,119.8208333
1606,119.9163888
1607,120.0099999
1608,120.0502777
1609,120.0649999
1610,120.0833333
1611,120.2477777
1612,120.3699999
1613,120.4447222
1614,120.516111
1615,120.6549999
1616,120.7941666
1617,120.8497222
1618,120.8719444
1619,120.8941666
1620,120.9383333
1621,121.2055555
1622,121.5783333
1623,121.8677777
1624,122.0538888
1625,122.1327777
1626,122.1766666
1627,122.2502777
1628,122.2716666
1629,122.2824999
1630,122.2905555
1631,122.298611
1632,122.3399999
1633,122.4513888
1634,122.5091666
1635,122.5794444
1636,122.6158333
1637,122.6488888
1638,122.6713888
1639,122.6927777
1640,122.7374999
1641,122.7449999
1642,122.7655555
1643,122.8919444
1644,122.901111
1645,122.9283333
1646,122.938611
1647,122.953611
1648,122.9630555
1649,122.9724999
1650,122.9824999
1651,123.0141666
1652,123.0872221
1653,123.1108333
1654,123.1352777
1655,123.1630555
1656,123.2044444
1657,123.2347221
1658,123.2944444
1659,123.3447221
1660,123.3827777
1661,123.4169444
1662,123.443611
1663,123.4724999
1664,123.483611
1665,123.4955555
1666,123.508611
1667,123.5199999
1668,123.5313888
1669,123.5430555
1670,123.5544444
1671,123.5647221
1672,123.5822221
1673,123.6002777
1674,123.6177777
