stop_id_modified_from,stop_id_modified_to,time,speed,number_of_trips
37212,33186,0.009444444,46.35569799,1
33186,33409,0.019166667,22.84193667,1
33409,35597,0.009444444,46.35569799,1
35597,32069,0.009444444,46.35569799,1
32069,31819,0.011666667,37.52603839,1
31819,32385,0.011944444,36.65334224,1
32385,36043,0.011666667,37.52603839,1
36043,35698,0.010277778,42.59712496,1
35698,31609,0.010277778,42.59712496,1
34435,34243,0.011111111,39.40234183,1
34243,35543,0.011111111,39.40234183,1
35543,34961,0.0075,58.37383917,1
34889,33070,0.0075,58.37383917,1
33070,37202,0.009722222,47.22870309,1
1749,39517,0.008611111,53.32272877,2
39491,39521,0.008611111,53.32272877,2
39521,39654,0.010833333,42.38473388,1
39654,39559,0.007222222,63.57710082,2
39559,39653,0.008333333,55.10015455,2
33703,35136,0.008611111,53.32272877,1
39105,34347,0.008888889,51.65639218,2
39416,33032,0.008888889,51.65639218,3
33032,32807,0.008888889,51.65639218,3
32807,35835,0.011111111,41.32511467,1
35835,34170,0.009722222,47.22870309,1
34170,34599,0.010277778,44.67579824,4
34599,32032,0.008611111,53.32272877,2
32032,33092,0.013611111,33.73478743,2
35379,32829,0.009444444,48.61778377,1
32829,31761,0.009444444,48.61778377,1
31761,39236,0.008055556,57.00015446,1
39233,33072,0.009166667,50.09104577,1
33072,32213,0.009722222,47.22870309,1
32213,32352,0.008611111,53.32272877,1
33227,33838,0.008611111,53.32272877,1
35303,39893,0.008888889,51.65639218,1
39893,39901,0.008888889,51.65639218,1
39901,39899,0.008333333,55.10015455,1
39899,39897,0.008333333,55.10015455,1
39897,39895,0.008888889,48.30736414,1
31660,33661,0.010555556,40.67988438,1
33661,34631,0.010555556,40.67988438,1
34631,32363,0.008888889,48.30736414,1
32363,32325,0.01,42.93987977,1
32325,32107,0.011666667,36.80561018,1
32107,34931,0.010555556,40.67988438,1
34931,32305,0.013611111,31.54766703,1
32305,35326,0.01,42.93987977,1
35326,34913,0.009722222,44.16673449,1
34913,31899,0.008888889,48.30736414,1
31899,31375,0.009722222,44.16673449,1
39222,35727,0.0075,57.25317303,2
32641,33268,0.009166667,46.8435035,2
36717,39370,0.0125,34.35190382,1
39371,39366,0.007777778,55.20841527,4
39366,3932,0.007777778,55.20841527,1
3932,39365,0.01,42.93987977,1
39365,37270,0.008888889,48.30736414,1
34937,34320,0.010833333,39.63681331,3
34320,35355,0.010833333,39.63681331,3
35355,32076,0.010833333,39.63681331,3
35275,34601,0.011111111,38.64589218,3
35021,33250,0.011111111,38.64589218,2
34619,35531,0.008611111,49.86566747,1
35531,31362,0.008611111,49.86566747,1
31362,33854,0.020555556,25.19937301,1
32887,31555,0.024722222,20.95228831,1
31555,33794,0.025277778,20.49179809,1
33794,32964,0.040555556,12.77228509,1
32964,32985,0.0125,38.40059477,1
32985,32648,0.009444444,50.824319,2
32648,35284,0.024166667,32.53050688,2
35284,33819,0.019722222,39.86132633,2
33819,32504,0.008888889,61.41571186,2
32504,33783,0.007777778,70.18938386,2
33783,34799,0.01,54.59174456,2
34799,32989,0.011111111,49.1325706,2
32989,32082,0.01,54.59174456,2
32082,32740,0.008055556,30.11004002,2
32740,31594,0.010833333,22.38951886,1
32965,34091,0.01,39.84810235,1
40342,40340,0.009444444,42.19211036,1
40340,40338,0.008888889,44.82911458,1
40338,40336,0.009444444,42.19211036,1
40336,35976,0.009444444,42.19211036,1
35976,32994,0.01,39.84810235,2
32994,33715,0.01,39.84810235,2
33715,31869,0.008055556,48.30252866,2
31869,35908,0.008333333,46.69244881,2
35908,31963,0.0075,51.8804966,1
31963,34380,0.008333333,46.69244881,1
34380,31915,0.008333333,46.69244881,1
34106,37050,0.008333333,46.69244881,1
33211,31611,0.008055556,48.30252866,1
3984,3947,0.008055556,48.30252866,1
3947,39305,0.009722222,44.17535143,1
39305,3936,0.009722222,44.17535143,1
39302,4003,0.01,42.94825735,1
38946,34580,0.008611111,49.87539628,1
522,687,0.010833333,39.64454647,3
39271,723,0.009444444,45.47462757,1
39663,37264,0.010833333,39.64454647,5
39462,34767,0.010555556,40.68782104,3
34767,34034,0.018888889,40.99126775,6
34852,36755,0.018055556,42.88317162,4
32336,35047,0.019722222,39.25924303,4
35047,35750,0.018611111,41.60307821,3
38749,581,0.021944444,35.2836238,1
581,580,0.020277778,38.18364648,1
35373,35117,0.018055556,42.88317162,2
35117,34648,0.018055556,42.88317162,2
35429,33904,0.019166667,40.39719094,1
32937,33293,0.013055556,34.4274733,1
33293,32282,0.011944444,37.63003163,1
32282,34335,0.0125,35.95758445,1
31777,31616,0.012777778,35.17589722,1
31616,35029,0.014166667,31.72727965,2
35029,31420,0.013888889,32.36182574,2
39498,31689,0.012777778,35.17589722,2
38993,33482,0.012777778,35.17589722,3
33482,32357,0.015277778,29.41984139,3
34593,39342,0.018611111,23.57192477,3
39342,39341,0.0175,25.06855476,3
32972,35195,0.009444444,35.92906026,1
33267,32592,0.009444444,35.92906026,1
39352,32324,0.009722222,34.90251483,1
32324,1160,0.010555556,28.37670303,1
39396,39595,0.010555556,28.37670303,2
39595,1401,0.009166667,32.67620367,1
1401,32097,0.009166667,32.67620367,1
38276,38413,0.010277778,29.14364154,2
38413,38366,0.010277778,29.14364154,3
32658,31597,0.011666667,25.67416023,4
31597,32688,0.011388889,26.30035975,3
32688,32466,0.010277778,29.14364154,3
32466,32330,0.010277778,29.14364154,3
32330,35178,0.007222222,62.39900451,2
35178,32854,0.007222222,62.39900451,2
35850,35996,0.011388889,39.57009882,2
35996,35101,0.011388889,39.57009882,2
35101,33833,0.006944444,64.89496685,3
33833,31757,0.0075,60.08792842,3
31757,34515,0.007222222,62.39900451,3
34515,36015,0.008333333,54.07913774,2
36015,32717,0.007222222,62.39900451,2
32717,34898,0.007222222,62.39900451,2
34898,34641,0.008055556,48.73498706,2
32726,34015,0.008055556,48.73498706,3
34015,31857,0.009444444,41.56808145,2
31857,32716,0.009444444,41.56808145,2
32716,33855,0.0075,52.34498899,1
33855,32156,0.0075,52.34498899,1
32156,32534,0.008888889,44.16608391,1
33030,36082,0.012777778,30.72423213,1
36082,33818,0.008611111,45.59079745,1
33818,33341,0.008611111,45.59079745,1
33341,34235,0.012777778,33.60298975,1
31627,34737,0.011666667,36.80327408,1
32579,34476,0.011666667,36.80327408,1
36755,34152,0.013055556,32.88803198,2
34152,31328,0.0125,34.34972346,4
34460,32374,0.013333333,32.20286655,1
33091,33149,0.015833333,27.1182033,1
34027,36049,0.013055556,32.88803198,1
36049,34672,0.013055556,32.88803198,1
34672,31705,0.019444444,37.8219999,1
33534,31756,0.019166667,38.37014328,1
31756,33406,0.018888889,38.93441054,1
33406,32400,0.003888889,63.5463719,1
32400,33413,0.003888889,63.5463719,1
33413,33091,0.016944444,45.1192256,1
33149,32491,0.015555556,49.14772519,1
32491,34027,0.02,38.22600958,1
39886,39891,0.021111111,36.21411452,1
39891,35743,0.017222222,44.39149556,1
32615,31706,0.018888889,40.47459814,2
31706,35044,0.018888889,40.47459814,2
35044,39743,0.020555556,38.00700495,1
39743,39745,0.020555556,38.00700495,1
39745,32255,0.022777778,34.29900488,1
32255,31388,0.021944444,35.6014998,1
31388,33324,0.021666667,36.057928,1
35996,35162,0.021666667,36.057928,1
35162,36074,0.016111111,29.41462219,2
34468,31339,0.015555556,30.46514333,1
38859,39379,0.014166667,33.45192226,1
39335,33702,0.016111111,29.41462219,2
39325,37267,0.016111111,29.41462219,1
39564,35151,0.017222222,27.5169048,1
38800,31925,0.017222222,27.5169048,1
39567,34391,0.013888889,33.86969046,2
34391,32064,0.013055556,36.03158466,2
32064,32625,0.012777778,36.81488059,2
32625,35277,0.012777778,36.81488059,2
31625,32805,0.014166667,33.20557837,1
32937,34410,0.014166667,33.20557837,1
35317,35075,0.014444444,32.56701132,1
35075,34151,0.014722222,31.95253891,1
34151,35365,0.013888889,33.86969046,1
38816,35697,0.013888889,33.86969046,1
35697,32519,0.013611111,42.71186126,1
32519,35624,0.013611111,42.71186126,1
32910,33174,0.015277778,38.05238462,1
33410,33966,0.015277778,38.05238462,2
33966,39586,0.016111111,36.0841586,1
34815,36064,0.016111111,36.0841586,1
36064,39393,0.017777778,32.7012681,2
39289,34404,0.013611111,42.71186126,1
38780,32603,0.013055556,44.52938539,1
32603,34329,0.013055556,44.52938539,1
31329,31647,0.016111111,47.05974675,1
1111,39601,0.015833333,47.88535702,2
39601,39397,0.016388889,46.26212329,2
39397,39398,0.016388889,46.26212329,1
39398,3605,0.018055556,41.9917727,2
828,1320,0.016111111,47.05974675,2
1320,1357,0.008888889,55.54186516,2
1355,1353,0.009444444,52.27469974,2
1353,1351,0.009166667,53.85877706,2
1351,1349,0.009166667,53.85877706,1
1349,1347,0.01,49.37054743,1
1347,1345,0.008888889,55.54186516,1
1345,1343,0.008888889,55.54186516,2
32756,33195,0.009444444,52.27469974,1
33195,31743,0.009444444,52.27469974,1
31743,34590,0.005555556,54.50896769,1
34590,35088,0.000277778,1090.178569,1
35842,33884,0.000555556,545.0892844,1
33884,32306,0.000555556,545.0892844,1
32306,33308,0.004722222,64.12820543,1
34515,32143,0.006111111,49.55361185,1
32143,33563,0.006111111,49.55361185,1
33563,32756,0,inf,1
35088,33035,0.004444444,68.13622187,1
33035,35842,0.021944444,32.8719415,1
33308,32446,0.019444444,37.09833407,1
39383,35796,0.021666667,33.29337546,1
39642,1670,0.021666667,33.29337546,3
31597,31850,0.015555556,46.37291521,1
31850,33051,0.016944444,42.57185892,1
33051,34251,0.022777778,31.66930854,1
34251,33926,0.015,48.09043196,1
33926,34181,0.011111111,45.75590745,1
31757,34445,0.011666667,43.57705304,4
39355,39863,0.012222222,41.59627984,1
39863,39864,0.012222222,41.59627984,1
39379,39911,0.012222222,41.59627984,1
39911,39908,0.010277778,49.46584433,1
32840,32672,0.010277778,49.46584433,2
31328,37172,0.014722222,34.53276052,3
37172,31452,0.011944444,42.563636,2
32117,34604,0.01,50.40817444,1
39595,33121,0.010555556,47.75511062,1
33121,34048,0.011944444,42.20219412,1
34048,37215,0.011944444,42.20219412,1
35067,34403,0.011944444,42.20219412,1
33300,33302,0.006111111,82.48610513,1
33302,34505,0.006111111,82.48610513,1
34505,31974,0.012222222,41.24305256,1
31974,34463,0.010555556,47.75511062,2
34463,35520,0.007222222,50.77848551,2
39010,26214,0.0075,48.89779935,1
39325,4007,0.007777778,47.15144803,4
35072,35789,0.007777778,47.15144803,1
35789,33213,0.008333333,44.00802118,1
32549,32406,0.004444444,82.51504466,1
32406,32451,0.004444444,82.51504466,1
38614,38613,0.0075,48.89779935,1
38613,38612,0.007222222,50.77848551,1
38612,38611,0.01,49.15536176,1
38611,38610,0.010277778,47.82683744,1
38610,32071,0.011388889,43.16080503,1
32071,34223,0.006388889,76.93882577,1
34223,38609,0.006388889,76.93882577,1
38609,34314,0.01,49.15536176,1
33265,32122,0.013611111,40.60450168,1
33277,32485,0.0125,44.21379035,2
32485,36068,0.0125,44.21379035,2
36074,33542,0.012222222,45.21865005,1
33542,32771,0.012222222,45.21865005,1
32771,33578,0.0075,35.72257501,1
33966,35252,0.006666667,40.18789487,1
34445,34828,0.006666667,40.18789487,3
34828,1180,0.008333333,32.15031879,3
35437,32332,0.008333333,32.15031879,3
32332,35877,0.006944444,52.71903882,3
35877,35248,0.0075,48.81392171,3
35248,33536,0.0075,48.81392171,3
33536,32946,0.006388889,57.3032984,3
32946,32928,0.006388889,57.3032984,2
32928,32384,0.003333333,57.04808749,2
32384,35043,0.002777778,68.45769266,2
35043,31390,0.002777778,68.45769266,2
31390,35226,0.002222222,85.57213123,2
35226,32992,0.001944444,97.79673398,2
32992,35209,0.001944444,97.79673398,2
35209,34234,0.015277778,33.7040798,2
34234,35676,0.015833333,32.52148167,1
35676,32012,0.015833333,32.52148167,2
32012,31779,0.01,51.49234489,1
34786,35690,0.01,51.49234489,1
31721,35623,0.013888889,32.50236287,1
38440,38726,0.013611111,33.16567693,1
38726,39237,0.017222222,26.21158351,1
39237,35058,0.017222222,26.21158351,1
35058,33635,0.012222222,24.45641088,1
33635,32028,0.012222222,24.45641088,1
32028,31430,0.011944444,39.87058065,1
32909,33771,0.021944444,21.70170809,1
33771,31336,0.021111111,22.55835412,1
31336,34194,0.021111111,22.55835412,1
34194,34031,0.011944444,39.87058065,1
34031,35864,0.016666667,40.49489479,1
39916,39915,0.022777778,29.63041112,1
36136,39939,0.0225,29.99621896,1
33324,35774,0.0225,29.99621896,1
38837,32155,0.017222222,39.18860915,1
36068,33756,0.006944444,44.13368452,2
33756,32181,0.011666667,26.27004788,2
39847,39848,0.007777778,39.40507181,1
39848,39849,0.009166667,33.43460613,1
39849,39850,0.009166667,33.43460613,1
37215,35067,0.009722222,31.52405907,1
34403,39859,0.011388889,26.91078126,1
32779,33778,0.018055556,16.97449254,1
33778,33786,0.028611111,10.7120587,1
3930,31432,0.014166667,21.63415718,1
39582,39695,0.014166667,21.63415718,1
39002,35563,0.009444444,32.45123807,1
39366,31583,0.008333333,36.77806955,2
39331,39006,0.025277778,24.32972583,2
39006,39008,0.026666667,23.06255252,2
39337,34222,0.027777778,22.14005052,1
34222,35176,0.025277778,24.32972583,2
34077,34232,0.033333333,18.45004243,2
38857,32959,0.028055556,21.92084193,2
32959,33762,0.029166667,21.08576233,3
35527,32553,0.033333333,18.45004243,3
32553,40296,0.034166667,18.00004104,5
40296,31610,0.030277778,20.31197297,3
31610,32391,0.028055556,21.92084193,2
32391,31708,0.028888889,19.17176927,2
31708,33733,0.016944444,32.68629613,3
33733,32938,0.024722222,22.40296662,3
32938,35851,0.0175,31.6486351,2
35851,35602,0.023611111,23.45722378,3
35602,31500,0.016944444,32.68629613,3
34395,32822,0.015555556,35.60471347,4
32822,32009,0.028888889,19.17176927,4
32009,35369,0.035,15.82431755,4
35369,33865,0.022222222,24.92330039,2
33865,35951,0.024444444,22.657546,2
35951,35944,0.021944444,25.23878547,2
35944,33798,0.023888889,23.18446514,2
33798,33546,0.015,30.24796058,2
33546,33093,0.014722222,30.81867728,4
33093,31519,0.013888889,32.66779716,4
31562,31651,0.0125,36.29755269,1
31651,32326,0.015,30.24796058,1
32326,33347,0.011388889,39.83877696,1
33347,36144,0.015,30.24796058,1
36144,34647,0.013888889,32.66779716,1
34647,33995,0.015555556,29.16767544,1
33995,35422,0.016944444,26.77688384,1
35422,32269,0.014444444,31.41134464,3
32269,39720,0.031944444,11.45215826,3
39720,34700,0.026388889,13.86313869,4
34700,33094,0.037777778,9.683810099,3
33094,35586,0.024722222,14.79773251,3
35586,33806,0.029166667,12.54283968,3
33637,32893,0.026388889,13.86313869,1
32893,31794,0.024166667,15.13790992,1
33734,35424,0.031944444,11.45215826,1
32957,39713,0.020833333,17.55997603,2
33846,33284,0.039722222,9.209777542,2
33284,34836,0.025833333,14.16127095,2
34836,35247,0.046944444,7.79288872,2
35247,31808,0.015277778,23.94542113,2
31808,33285,0.025277778,14.47250736,1
35841,32552,0.025277778,14.47250736,1
32552,34976,0.030555556,11.97271056,1
34520,34063,0.022222222,16.46247743,1
35374,31699,0.026388889,18.04816201,1
31699,33732,0.026388889,18.04816201,1
33732,32252,0.017222222,26.87390038,1
32252,31360,0.041944444,11.03431669,1
31360,31937,0.015277778,32.5039097,1
31937,31517,0.0125,39.72700132,1
31517,32957,0.017222222,27.91915262,1
35424,34583,0.028888889,30.01405835,1
34760,32525,0.013055556,21.83583832,1
32525,31437,0.010833333,35.16677043,1
35033,33420,0.016944444,23.89016223,1
33420,32884,0.018611111,29.22559986,3
35026,32695,0.017222222,16.70211355,2
32695,34878,0.013333333,21.5199083,2
34878,35539,0.009722222,27.94796506,2
31526,34497,0.011111111,24.45446911,1
40372,40374,0.0125,27.44125052,1
34719,40373,0.0125,27.44125052,1
34200,31903,0.0075,26.54743827,1
31903,31509,0.007777778,25.59931474,1
31509,34323,0.008333333,23.8926954,1
33463,31496,0.024166667,27.44385054,1
31496,35846,0.025,26.52905589,1
35846,34133,0.009722222,37.34755254,1
34693,35451,0.009722222,37.34755254,1
38877,31753,0.0175,30.6018938,3
1235,34893,0.018333333,29.21089916,1
32114,27744,0.001944444,84.09133717,1
31672,35224,0.0025,65.4043584,2
35224,39764,0.012777778,16.4494376,2
39764,33643,0.0125,16.81498095,2
33643,35286,0.016388889,36.32911864,2
35286,32052,0.018055556,32.97566094,2
32052,33101,0.010833333,39.1278639,2
33101,34773,0.013333333,31.79138924,1
34773,34588,0.013055556,32.46779986,2
34588,34548,0.028888889,38.6339103,2
34548,35954,0.027222222,40.99925224,2
35954,35735,0.028333333,39.39143857,2
35735,33396,0.020277778,22.15977665,2
33396,31608,0.025,17.97404125,2
31608,35997,0.025,17.97404125,2
35997,34066,0.021111111,21.28504897,2
31784,35337,0.005277778,59.76556384,1
31610,33080,0.005555556,56.77728349,1
33080,32532,0.005555556,56.77728349,1
33502,35589,0.007222222,43.6748383,1
35589,33379,0.030555556,41.87146259,1
33379,32930,0.034444444,37.14404042,1
32930,34093,0.034444444,37.14404042,1
34418,33752,0.031944444,40.05096536,1
33752,36066,0.006666667,59.7867688,1
33129,33744,0.008333333,47.82941935,2
33744,34454,0.008333333,47.82941935,2
34454,31486,0.008333333,47.82941935,1
34932,34050,0.011388889,56.60715537,1
34050,33378,0.013055556,49.3807088,1
33378,34250,0.013055556,49.3807088,1
39556,35005,0.004722222,75.45197251,1
687,686,0.005833333,61.08016884,1
39282,1812,0.005833333,61.08016884,3
799,843,0.011944444,27.28938472,1
843,806,0.011944444,27.28938472,1
806,3905,0.010833333,30.08829578,1
3905,813,0.010833333,30.08829578,1
813,861,0.020833333,17.41216081,2
861,880,0.020833333,17.41216081,2
880,823,0.023055556,15.7338797,2
39593,39385,0.023055556,15.7338797,
,,0.018888889,31.11836504,
,,0.018888889,31.11836504,
,,0.016944444,34.68932607,
,,0.014444444,40.69324808,
,,0.013888889,42.32097636,
,,0.016944444,34.68932607,
,,0.026111111,9.643396747,
,,0.0275,9.156356469,
,,0.051111111,4.926517893,
,,0.0375,6.71466141,
,,0.0275,9.156356469,
,,0.024444444,38.31757846,
,,0.022222222,42.14933596,
,,0.025,37.46607604,
,,0.038611111,24.25861045,
,,0.022222222,42.14933596,
,,0.000277778,133.5252393,
,,0.000277778,133.5252393,
,,0.000277778,133.5252393,
,,0,inf,
,,0.000277778,133.5252393,
,,0.062222222,34.04288451,
,,0.066388889,31.90630164,
,,0.0525,40.34712224,
,,0.049166667,43.08252007,
,,0.066388889,31.90630164,
,,0.000277778,327.254774,
,,0.000277778,327.254774,
,,0.000277778,327.254774,
,,0,inf,
,,0.000277778,327.254774,
,,0.000277778,327.254774,
,,0.001666667,93.22199037,
,,0.001666667,93.22199037,
,,0.001388889,111.8664019,
,,0.001666667,93.22199037,
,,0.001388889,111.8664019,
,,0.001388889,111.8664019,
,,0.016666667,39.66608685,
,,0.016666667,39.66608685,
,,0.0125,52.88811685,
,,0.015833333,41.75377734,
,,0.0125,52.88811685,
,,0.036388889,29.49671382,
,,0.036388889,29.49671382,
,,0.033888889,31.6727009,
,,0.026666667,40.25072369,
,,0.030833333,34.81143752,
,,0.033888889,31.6727009,
,,0.017777778,37.19986904,
,,0.017777778,37.19986904,
,,0.015555556,42.51413536,
,,0.015277778,43.28712025,
,,0.012777778,51.75633928,
,,0.015555556,42.51413536,
,,0.007222222,66.56499238,
,,0.007222222,66.56499238,
,,0.007222222,66.56499238,
,,0.005277778,91.0889303,
,,0.007777778,61.8103464,
,,0.007222222,66.56499238,
,,0.001666667,95.6625683,
,,0.001666667,95.6625683,
,,0.001666667,95.6625683,
,,0.003333333,47.8312985,
,,0.001111111,143.4938955,
,,0.001666667,95.6625683,
,,0.050277778,27.70686637,
,,0.052222222,26.67522796,
,,0.053055556,26.25624499,
,,0.109722222,12.69605784,
,,0.052222222,26.67522796,
,,0.007222222,34.51713927,
,,0.029166667,23.07537439,
,,0.026111111,37.20784476,
,,0.0175,30.77524179,
,,0.016111111,42.75300677,
,,0.009444444,32.60878803,
,,0.017777778,36.92899785,
,,0.016388889,40.05857417,
,,0.018333333,20.09210199,
,,0.021388889,17.2218013,
,,0.021388889,17.2218013,
,,0.014166667,26.00154267,
,,0.014166667,26.00154267,
,,0.021944444,26.55409157,
,,0.024166667,24.1123352,
,,0.016944444,34.38972535,
,,0.018888889,30.84960557,
,,0.009166667,63.56888227,
,,0.0175,33.29798716,
,,0.024722222,23.57048551,
,,0.023611111,24.67968472,
,,0.034166667,17.05506643,
,,0.012777778,45.60376423,
,,0.020555556,28.34828575,
,,0.018055556,32.27343292,
,,0.018055556,32.27343292,
,,0.010555556,55.20455534,
,,0.016944444,34.38972535,
,,0.016944444,34.38972535,
,,0.012222222,42.08695315,
,,0.013888889,37.0365178,
,,0.012777778,40.25708419,
,,0.0125,41.15168678,
,,0.0175,29.39406198,
,,0.013055556,39.40054983,
,,0.012222222,42.08695315,
,,0.014166667,36.31031101,
,,0.013333333,38.57970732,
,,0.017777778,28.9347794,
,,0.010555556,48.7322586,
,,0.013888889,37.0365178,
,,0.011944444,43.06572032,
,,0.011944444,43.06572032,
,,0.013611111,37.79236572,
,,0.013611111,37.79236572,
,,0.026388889,14.66808864,
,,0.035833333,10.80208093,
,,0.018333333,21.11315837,
,,0.015277778,25.33578921,
,,0.021111111,18.33511097,
,,0.014444444,26.79747057,
,,0.037222222,10.39901817,
,,0.017777778,21.7729439,
,,0.010555556,36.67022021,
,,0.007777778,49.76672811,
,,0.0125,30.96596504,
,,0.0125,30.96596504,
,,0.01,38.7074563,
,,0.01,38.7074563,
,,0.017777778,21.7729439,
,,0.017777778,21.7729439,
,,0.0125,46.90996463,
,,0.013333333,43.97809294,
,,0.014166667,41.39114429,
,,0.013333333,43.97809294,
,,0.014166667,41.39114429,
,,0.011666667,50.26067495,
,,0.011666667,50.26067495,
,,0.013888889,42.21896783,
,,0.014166667,41.39114429,
,,0.013055556,44.91379439,
,,0.013055556,44.91379439,
,,0.014722222,39.82921585,
,,0.014722222,39.82921585,
,,0.012777778,45.89018199,
,,0.023055556,27.15707352,
,,0.019722222,31.74700241,
,,0.018055556,34.6774937,
,,0.019722222,31.74700241,
,,0.031388889,19.94723131,
,,0.019722222,31.74700241,
,,0.015555556,40.25066217,
,,0.016388889,38.20401916,
,,0.0225,27.82761909,
,,0.019166667,32.66720445,
,,0.019722222,31.74700241,
,,0.019722222,31.74700241,
,,0.022222222,28.17546461,
,,0.022222222,28.17546461,
,,0.018888889,33.14760489,
,,0.018888889,33.14760489,
,,0.0125,40.19744158,
,,0.022222222,22.61106112,
,,0.013055556,38.48691084,
,,0.012777778,39.32358347,
,,0.023055556,21.79379321,
,,0.021388889,23.49201119,
,,0.021388889,23.49201119,
,,0.016944444,29.65385113,
,,0.016944444,29.65385113,
,,0.0125,40.19744158,
,,0.0125,40.19744158,
,,0.035,30.49647621,
,,0.024444444,43.66540992,
,,0.026111111,40.87825552,
,,0.030555556,34.93232679,
,,0.025555556,41.76691235,
,,0.024166667,44.16730977,
,,0.026666667,40.02662453,
,,0.026666667,40.02662453,
,,0.031111111,34.30853586,
,,0.031111111,34.30853586,
,,0.025277778,42.22588977,
,,0.025277778,42.22588977,
,,0.008611111,47.0339597,
,,0.009166667,44.18341451,
,,0.008611111,47.0339597,
,,0.008055556,50.27767763,
,,0.01,40.50146477,
,,0.008611111,47.0339597,
,,0.008888889,45.5641473,
,,0.009166667,44.18341451,
,,0.009166667,44.18341451,
,,0.009444444,42.8839059,
,,0.008888889,45.5641473,
,,0.009444444,42.8839059,
,,0.01,40.50146477,
,,0.010555556,38.36980712,
,,0.009722222,41.65865043,
,,0.009166667,44.18341451,
,,0.009166667,44.18341451,
,,0.009166667,44.18341451,
,,0.009166667,44.18341451,
,,0.008888889,45.5641473,
,,0.008888889,45.5641473,
,,0.031944444,19.68243045,
,,0.015,41.91628648,
,,0.019166667,32.80404971,
,,0.018333333,34.2951441,
,,0.015,41.91628648,
,,0.029166667,21.55694708,
,,0.022222222,28.29349365,
,,0.020277778,31.00656774,
,,0.021944444,28.65163944,
,,0.022777778,27.6034079,
,,0.016111111,39.02550837,
,,0.028888889,21.76422559,
,,0.020277778,31.00656774,
,,0.016666667,37.72465707,
,,0.022222222,28.29349365,
,,0.020555556,30.58755974,
,,0.020555556,30.58755974,
,,0.026388889,23.82609958,
,,0.021111111,29.78262476,
,,0.021111111,29.78262476,
,,0.023055556,30.64445041,
,,0.020555556,34.37147808,
,,0.022222222,31.79361823,
,,0.020833333,33.91319298,
,,0.0175,40.37284814,
,,0.023333333,30.27963654,
,,0.021388889,33.03233013,
,,0.021388889,33.03233013,
,,0.019444444,36.33556416,
,,0.018333333,38.53771938,
,,0.020277778,34.84232062,
,,0.024444444,28.90328954,
,,0.022777778,31.01816352,
,,0.021944444,32.19606942,
,,0.02,35.32624213,
,,0.02,35.32624213,
,,0.019166667,36.86216506,
,,0.019166667,36.86216506,
,,0.021388889,38.90356566,
,,0.025277778,32.91840159,
,,0.023888889,34.83226229,
,,0.026666667,31.20390139,
,,0.022222222,37.44468252,
,,0.024722222,33.65814155,
,,0.022777778,36.53139685,
,,0.026666667,31.20390139,
,,0.0225,36.98240211,
,,0.020555556,40.48073657,
,,0.022222222,37.44468252,
,,0.027222222,30.56708771,
,,0.022777778,36.53139685,
,,0.022777778,36.53139685,
,,0.025277778,32.91840159,
,,0.021944444,37.91866623,
,,0.021944444,37.91866623,
,,0.022222222,37.44468252,
,,0.021944444,37.91866623,
,,0.056388889,16.86092628,
,,0.063611111,14.94658536,
,,0.063611111,14.94658536,
,,0.055833333,17.02869683,
,,0.055833333,17.02869683,
,,0.007222222,53.34216446,
,,0.008055556,47.82400541,
,,0.007222222,53.34216446,
,,0.006666667,57.78734017,
,,0.009722222,39.62560757,
,,0.006944444,55.47585288,
,,0.006944444,55.47585288,
,,0.006388889,60.29983518,
,,0.006388889,60.29983518,
,,0.008888889,60.74063572,
,,0.008888889,60.74063572,
,,0.009166667,58.90000899,
,,0.01,53.99167687,
,,0.007777778,69.41786828,
,,0.014166667,38.11177101,
,,0.009444444,57.16766055,
,,0.009444444,57.16766055,
,,0.009444444,57.16766055,
,,0.009444444,57.16766055,
,,0.0175,29.10509232,
,,0.016666667,30.56034632,
,,0.0225,22.63729403,
,,0.016111111,31.61415222,
,,0.016388889,31.07831871,
,,0.018888889,26.96501184,
,,0.018888889,26.96501184,
,,0.022222222,22.92026043,
,,0.022222222,22.92026043,
,,0.013055556,44.40545351,
,,0.014444444,40.13570096,
,,0.013611111,42.59298782,
,,0.008611111,67.32440041,
,,0.014444444,40.13570096,
,,0.014722222,39.37842297,
,,0.013333333,43.48034246,
,,0.013333333,43.48034246,
,,0.023888889,25.71065493,
,,0.028611111,21.46714896,
,,0.028611111,21.46714896,
,,0.018055556,32.23917684,
,,0.016388889,35.51773783,
,,0.016388889,35.51773783,
,,0.000833333,149.8864298,
,,0.000833333,149.8864298,
,,0.011111111,36.43618914,
,,0.011388889,35.5475009,
,,0.011388889,35.5475009,
,,0.011666667,34.70113118,
,,0.011666667,34.70113118,
,,0.011666667,34.70113118,
,,0.011388889,35.5475009,
,,0.061944444,10.33650255,
,,0.100555556,6.367513928,
,,0.070277778,9.110830217,
,,0.04,20.66036034,
,,0.034444444,23.99267684,
,,0.045277778,18.25209739,
,,0.035833333,23.06272804,
,,0.036111111,22.8853223,
,,0.035555556,23.24290509,
,,0.036111111,22.8853223,
,,0.035833333,23.06272804,
,,0.046666667,17.70888017,
,,0.035555556,23.24290509,
,,0.036666667,22.53857471,
,,0.054166667,15.25688139,
,,0.033611111,24.58753636,
,,0.035555556,23.24290509,
,,0.028611111,38.3082064,
,,0.024722222,44.33421662,
,,0.0325,33.72431832,
,,0.029444444,37.22401229,
