stop_id_modified_from,stop_id_modified_to,time,speed,number_of_trips
31935,35761,0.015833333,30.86203698,6
35761,35486,0.015833333,30.86203698,5
35486,32549,0.014444444,33.82954086,1
32451,31883,0.014444444,33.82954086,1
31883,35749,0.012777778,38.24208783,1
35749,31451,0.015277778,31.98429173,1
31451,35150,0.001388889,107.8176634,1
35743,34437,0.001111111,134.7721035,1
34437,32615,0.001666667,89.84804204,2
31575,40509,0.001388889,107.8176634,16
40509,35833,0.001388889,107.8176634,14
35833,32302,0.001388889,107.8176634,16
39435,40297,0.001666667,89.84804204,12
40297,40299,0.002222222,67.38605174,21
40299,40300,0.003055556,49.0080256,20
40300,40301,0.0025,59.89870667,18
40301,40302,0.0025,59.89870667,19
40302,3968,0.002222222,67.38605174,5
3968,39384,0.006111111,37.70304421,9
39384,39383,0.011666667,19.74921271,10
39383,3988,0.018888889,12.19804342,9
3988,39382,0.006111111,37.70304421,8
39382,36048,0.006111111,37.70304421,3
36048,33049,0.006111111,37.70304421,3
33049,39381,0.008611111,26.75699897,2
39381,39380,0.008055556,28.6023073,7
39380,1323,0.012222222,18.8515221,3
40302,40303,0.008888889,25.9208421,14
40303,40304,0.008888889,25.9208421,7
40304,40305,0.007777778,29.62381906,7
40305,40306,0.0125,39.85323487,8
40306,40307,0.035,14.23329817,5
40307,40308,0.014166667,35.16461818,6
40308,40309,0.0125,39.85323487,7
40309,32029,0.029722222,16.76070638,1
32029,39339,0.029722222,16.76070638,1
39339,39338,0.015555556,32.02491996,8
39338,39337,0.018888889,26.3734641,8
39337,31762,0.020277778,24.56706232,5
31762,34575,0.020277778,24.56706232,1
40309,40310,0.011111111,44.83488968,6
40310,40311,0.019444444,21.54156141,8
40311,40312,0.011944444,35.06765861,9
40312,40313,0.016944444,24.71982465,7
40313,40314,0.015,27.92424563,9
40314,40315,0.011944444,35.06765861,7
40315,38838,0.011666667,35.9026005,10
32530,31603,0.011666667,35.9026005,1
31603,31926,0.016666667,25.13182057,1
31926,32218,0.014722222,28.45111862,2
32218,33071,0.014722222,28.45111862,1
33071,32397,0.011111111,37.69773198,1
32397,33887,0.004444444,47.29768501,1
33887,35244,0.008888889,23.64883984,1
35244,34056,0.004444444,47.29768501,1
34056,32167,0.003611111,58.21253137,1
32167,35212,0.003888889,54.05449021,1
35212,33906,0.008888889,23.64883984,1
33906,31510,0.004444444,47.29768501,2
38983,39070,0.004444444,47.29768501,1
39070,39163,0.005555556,37.8381412,1
32350,36196,0.005555556,37.8381412,1
39208,491,0.004722222,44.51546589,2
491,39205,0.005555556,46.39198832,2
39205,39206,0.006944444,37.113596,3
39206,39207,0.006388889,40.34086193,3
39207,484,0.0125,25.15133184,3
484,478,0.011388889,27.60512005,3
478,480,0.008055556,39.02792657,3
480,39219,0.013611111,28.24134939,3
33906,38980,0.015555556,24.71117981,1
39017,38982,0.014722222,26.10992697,1
38982,39018,0.011944444,32.18200373,1
39018,38983,0.018055556,21.28963192,1
38955,38954,0.015555556,24.71117981,2
35287,33385,0.013055556,29.44310769,1
33848,31818,0.016111111,23.859071,1
31818,31979,0.019722222,19.49050879,1
31979,33158,0.010277778,37.40070483,1
33141,35306,0.008055556,36.784722,2
35306,34020,0.006944444,42.67028261,2
34020,31801,0.006944444,42.67028261,2
39437,4082,0.011388889,26.01846309,3
39540,39461,0.007222222,41.02911653,3
39461,39496,0.006944444,42.67028261,3
39496,39460,0.006111111,48.48895529,1
39460,39495,0.006666667,44.44820598,2
38980,38981,0.006111111,48.48895529,2
38981,39017,0.008333333,35.55856799,1
39163,39164,0.006944444,42.67028261,1
39164,4081,0.019166667,24.87745885,1
31801,32289,0.011666667,40.87011051,2
38806,39040,0.013888889,34.33089354,3
39093,39094,0.016111111,29.59559832,1
39094,38844,0.011666667,40.87011051,1
38834,38835,0.0125,38.14543757,5
38835,38836,0.011944444,39.91964545,4
38838,34775,0.012222222,39.01238004,1
31394,33470,0.012777778,37.31618828,4
33470,34043,0.014166667,33.65773824,4
34043,36871,0.046388889,9.985460479,4
36871,34502,0.019166667,24.16770833,2
36017,31932,0.025833333,17.93088092,1
31932,33694,0.040277778,11.50049583,1
33694,34457,0.016944444,27.33724504,1
34457,31868,0.019166667,24.16770833,1
31868,35273,0.018611111,24.88913304,1
35273,31747,0.016111111,28.75123992,1
31747,32493,0.011111111,41.68929802,1
33125,32455,0.014166667,32.69748754,1
31873,34100,0.0275,16.84416065,1
34100,31639,0.028888889,15.56142427,1
31639,34561,0.0425,10.5777002,1
34561,33439,0.028888889,15.56142427,1
33439,35910,0.035833333,12.54564454,2
35910,32761,0.027222222,16.51416473,3
32761,34442,0.028888889,15.56142427,3
34442,33043,0.051944444,8.654482056,3
33043,32995,0.047777778,9.409233274,3
32995,33679,0.038611111,11.64308011,3
33679,35057,0.031666667,14.19638696,2
35057,32316,0.031666667,14.19638696,2
32316,32382,0.031111111,14.44989408,3
32382,35455,0.009166667,49.04206278,3
33099,32891,0.051111111,8.795587686,1
4082,39637,0.048333333,9.301081275,1
39637,39636,0.024444444,18.39077455,1
39636,39540,0.022777778,19.73644043,3
39495,1638,0.054444444,8.257082367,2
1638,39459,0.042222222,10.64729039,1
39459,35596,0.011111111,40.45970367,1
35596,37263,0.009722222,46.23966193,1
38988,39045,0.030555556,14.71261916,4
38827,39594,0.033333333,13.48656789,50
39192,39193,0.033055556,13.59990008,6
39193,39194,0.007777778,42.00772583,7
39194,39195,0.0275,11.8809733,8
39195,39196,0.007777778,42.00772583,8
39196,39197,0.009444444,34.59460035,8
39197,39198,0.014444444,22.61954602,8
39198,39199,0.007777778,42.00772583,8
39199,33201,0.013055556,25.02587908,1
33201,39201,0.013055556,25.02587908,1
39201,39202,0.009722222,33.60618239,4
38804,39793,0.007222222,45.23909203,2
35809,38945,0.009166667,35.6429186,2
38898,39705,0.009166667,35.6429186,1
38716,35410,0.011111111,29.40540921,1
32401,39669,0.011111111,29.40540921,1
39669,33232,0.008055556,40.55918248,2
33232,33863,0.010555556,30.95306072,1
33863,38794,0.007777778,42.00772583,1
38946,38805,0.007777778,42.00772583,8
35423,35547,0.016388889,19.93587032,4
1048,1071,0.010277778,31.78963058,1
4158,602,0.010277778,31.78963058,3
38975,38976,0.018333333,17.82146027,7
38976,39493,0.008888889,36.75676069,6
39493,38977,0.012777778,25.56992035,7
35883,35330,0.008055556,40.55918248,1
38839,37255,0.011111111,29.40540921,3
38751,39105,0.013888889,23.52432695,27
38753,1802,0.008055556,40.55918248,16
1802,1804,0.009722222,33.60618239,16
1804,1446,0.016388889,19.93587032,17
1446,1442,0.010277778,31.78963058,16
1442,1449,0.017222222,18.9712318,15
1449,1454,0.015277778,29.89292058,11
1454,1450,0.019722222,23.15648837,8
1450,1453,0.015277778,29.89292058,9
1453,39180,0.024444444,18.68307597,2
39180,39154,0.02,22.83487022,3
39154,39027,0.015277778,29.89292058,2
39027,39158,0.011111111,41.1027668,1
39158,39046,0.011111111,41.1027668,1
39046,39047,0.019444444,23.48729562,1
39047,39048,0.015277778,29.89292058,1
39048,39076,0.015,30.44649362,1
39076,39078,0.014444444,31.61751358,1
39078,39077,0.014444444,31.61751358,1
39077,1984,0.015,30.44649362,1
1453,1433,0.014166667,32.23746308,6
1433,1437,0.014444444,31.61751358,8
1437,1441,0.013333333,34.25230618,7
1441,1445,0.01,45.66974043,5
1445,1431,0.023888889,19.11756567,4
1431,39083,0.006944444,65.76443043,3
39083,39084,0.006944444,65.76443043,9
39084,39052,0.019722222,23.15648837,9
39052,39087,0.016666667,27.40184371,10
39087,39088,0.011388889,40.1002595,9
39088,39089,0.011111111,41.1027668,10
39089,39010,0.010833333,42.15668477,12
39010,26213,0.015,30.44649362,7
35897,35791,0.02,22.83487022,1
2212,38764,0.011388889,40.1002595,6
38764,39011,0.013611111,33.55327896,9
39011,39138,0.021111111,21.63303506,8
39138,39041,0.015277778,29.89292058,10
38839,38840,0.009444444,28.70608618,3
38840,39120,0.009166667,29.57596511,8
32302,34526,0.010833333,25.02581831,2
39199,39200,0.009444444,28.70608618,6
39199,34315,0.010277778,26.37856386,2
34315,34011,0.006388889,42.43508118,2
34011,35571,0.012222222,22.18197504,1
35571,31507,0.008888889,30.50021474,2
31507,39751,0.007222222,37.53872746,2
39751,31462,0.005,54.22260467,3
31462,35980,0.005,54.22260467,2
35980,34134,0.005833333,46.47652094,2
34134,39481,0.009444444,28.70608618,2
39004,38931,0.009166667,29.57596511,3
38931,38932,0.006944444,39.04027786,3
1021,39571,0.005277778,51.36878121,1
1071,39324,0.018055556,15.01549015,20
39324,34701,0.008888889,30.50021474,1
844,39775,0.008888889,30.50021474,4
39775,32322,0.008333333,32.5335641,3
32322,32622,0.009166667,29.57596511,4
32622,34710,0.008888889,30.50021474,2
34710,33025,0.0075,36.14840311,2
33025,35053,0.006666667,40.66695147,4
35053,31389,0.011388889,23.80504572,4
31389,39752,0.007222222,37.53872746,4
39752,31878,0.012222222,22.18197504,4
31878,33077,0.006666667,40.66695147,4
33077,31863,0.006944444,39.04027786,2
31863,33222,0.008333333,32.5335641,2
33222,31353,0.006944444,39.04027786,2
31353,34312,0.006388889,42.43508118,1
31965,34116,0.055,9.868315563,1
34116,34293,0.074166667,7.318076677,1
35263,34295,0.045833333,11.84197876,1
34295,34433,0.006666667,42.36402493,1
34357,36058,0.016111111,17.52994235,2
36058,33139,0.007222222,39.10525694,2
33139,33537,0.020555556,20.73817873,3
33537,32114,0.013333333,31.97136037,3
32114,35073,0.020833333,20.46167045,2
35073,32745,0.0225,18.94599086,2
32745,32744,0.018888889,22.56801839,1
32744,33463,0.013888889,17.97279812,3
33463,35797,0.019444444,12.83771334,2
38965,31449,0.016111111,15.49379172,1
38809,39508,0.006666667,37.44332785,1
39508,38938,0.010833333,23.04204977,1
38967,1021,0.035277778,7.830669973,3
31753,34263,0.021388889,12.91552062,6
34263,35263,0.006388889,43.23891633,1
39028,39033,0.030277778,9.123808124,1
